As,Ah,access_mean_ratio_fluxmin,access_mean_ratio_target,access_mean_neg_fluxmin,access_mean_pos_fluxmin,support_mean_ratio_fluxmin,support_mean_ratio_target,support_mean_neg_fluxmin,support_mean_pos_fluxmin,support_ring_mean_ratio_fluxmin,support_ring_mean_ratio_target,support_ring_mean_neg_fluxmin,support_ring_mean_pos_fluxmin,shoulder_mean_ratio_fluxmin,shoulder_mean_ratio_target,shoulder_mean_neg_fluxmin,shoulder_mean_pos_fluxmin,score,passes
0.024,0.020499999999999997,2.125744121268031,2.4134693185036924,0.10628608696494682,0.22593702453833964,2.6707349960253026,3.0056237478250964,0.6245516820121884,1.6680120339764446,1.6597593197245992,1.8768558964474469,1.462289743277199,2.4270490295420393,2.361368402890849,4.331892946249279,0.47476535087054,1.121095898333104,0.0336004388677601,True
0.022,0.0224,1.9823853187243248,2.2607942508571495,0.10683428753725117,0.21178672315023966,2.3846465563880366,2.686705725471793,0.6353278520652637,1.5150323746048626,1.477185613098916,1.6720596004560253,1.48541836876328,2.1942386437699923,2.690537094512144,4.928100703578988,0.4646721760004076,1.250217726316799,0.04074438438512964,True
0.02,0.0224,1.8401078004640694,2.109225711236824,0.10743136322963204,0.19768528949335312,2.1064911868145977,2.377120661479984,0.6469570307485387,1.3628092835195584,1.2993972252851977,1.4728519293043625,1.5102206927988697,1.9623765777911535,2.7016810942025486,4.928100691226253,0.46388170376536764,1.253260429009388,0.044915263758737306,True
0.024,0.0224,2.1257441381720272,2.413469336507087,0.10628608690317512,0.22593702620368844,2.670906237326721,3.0058103709505817,0.6245453914877606,1.668102181618345,1.6602846079463012,1.8774294406669405,1.4622250063106774,2.4277096713318174,2.679383831183065,4.928100715931723,0.4654729398471263,1.2471806688796645,0.06602750084709187,True
0.026000000000000002,0.0129,2.2700923383715494,2.567135473804317,0.10577925900654028,0.24012868542938953,2.9639951922507937,3.333035018798209,0.6145263840777976,1.8214532479178862,1.8457031570176514,2.0857807344021926,1.4408328923757314,2.65934981819278,1.1923442425367619,2.2142809039679223,0.5246452789961751,0.6255577777851944,0.21918153843185098,True
0.026000000000000002,0.014799999999999999,2.270092355380738,2.5671354919142417,0.10577925894977316,0.2401286870997423,2.9641709383254433,3.333226675090265,0.6145204974040783,1.8215437994104946,1.846242470447463,2.086370031162909,1.4407718088406045,2.660014103704956,1.463234778011529,2.701634891617174,0.5101541894658634,0.7464753521747488,0.2195346599859225,True
0.026000000000000002,0.0167,2.2700923723899273,2.567135510024166,0.10577925889300605,0.24012868877009513,2.964346687767174,3.3334183350542492,0.614514610730359,1.8216343509031034,1.846781829609106,2.086959378241385,1.4407107253054785,2.660678389217132,1.7474279631753982,3.2177188728292476,0.4973329493589688,0.8690535027183738,0.2198878464403452,True
0.026000000000000002,0.0186,2.2700923893991165,2.56713552813409,0.10577925883623893,0.24012869044044793,2.96452244057608,3.3336099986902683,0.6145087240566397,1.821724902395712,1.8473212345083998,2.0875487756440645,1.4406496417703516,2.6613426747293083,2.043653356328194,3.761565467182827,0.48589897401458154,0.993009069081346,0.22024109779875792,True
0.026000000000000002,0.020499999999999997,2.2700924064083052,2.567135546244015,0.10577925877947181,0.24012869211080073,2.964698196752259,3.3338016659984264,0.6145028373829204,1.8218154538883207,1.8478606851511605,2.0881382233773946,1.4405885582352254,2.6620069602414844,2.3508853544882764,4.331892958056232,0.47560637075596557,1.1180960515115441,0.2205944140648014,True
0.026000000000000002,0.0224,2.270092423417494,2.56713556435394,0.10577925872270469,0.24012869378115348,2.964873956295809,3.3339933369788293,0.6144969507092011,1.8219060053809295,1.8484001815432085,2.0887277214478215,1.4405274747000987,2.6626712457536605,2.6682578304314553,4.928100728284462,0.4662737036938449,1.2441384610054045,0.24925849274361817,True
0.022,0.0243,1.982385335507157,2.260794268738029,0.10683428747020884,0.21178672481031785,2.384812976053388,2.686887010495425,0.6353211414968607,1.5151221022027879,1.4776960640774675,1.6726164453777288,1.4853495917603607,2.194895245523373,3.0187970418710264,5.549156392115874,0.4561730190300729,1.3770937604293896,0.2737803706541275,True
0.02,0.0243,1.8401078171093732,2.109225728974207,0.10743136315689554,0.1976852911477378,2.1066525176773463,2.377297226042255,0.6469498595999829,1.3628985505373308,1.2998919704596414,1.4733925975410995,1.5101480144814956,1.9630292782300796,3.0305428262754552,5.549156379243196,0.4554239959925124,1.3801819239688404,0.2859056905123479,True
0.024,0.0243,2.1257441550760237,2.413469354510481,0.10628608684140343,0.2259370278690373,2.671077482077716,3.005996997839177,0.6245391009633325,1.6681923292602454,1.6608099426821465,1.8780030360627202,1.4621602693441558,2.428370313121596,3.006993122425171,5.549156404988553,0.45694304527367313,1.3740245944779788,0.2911395310604756,True
0.026000000000000002,0.0243,2.2700924404266836,2.5671355824638646,0.10577925866593756,0.24012869545150634,2.9650497192068257,3.3341850116315843,0.6144910640354817,1.8219965568735381,1.848939723690363,2.089317269861793,1.4404663911649722,2.6633355312658367,2.995126762296398,5.549156417861234,0.45773303858904013,1.3709684738653138,0.46645175207646117,True
0.028,0.0129,2.4153605325135983,2.721741133940458,0.10530738689294497,0.25435530608338325,3.2652999614465426,3.670035114293259,0.6051195997051076,1.975897005587668,2.038558843025702,2.3026934962245833,1.4204044960667186,2.895578146130295,1.184661642097403,2.214280913490788,0.5257184035683045,0.6227984272520646,0.5897740309900795,True
0.028,0.014799999999999999,2.415360549613568,2.721741152141198,0.10530738684092061,0.2543553077584788,3.2654799176854143,3.670231491804691,0.6051141007955245,1.9759879440560855,2.039111624246911,2.3032977902628193,1.4203469421831176,2.8962459602691712,1.4548233767764576,2.7016349017337165,0.5111549542731629,0.7436401766317132,0.5902395043796687,True
0.028,0.0167,2.415360566713538,2.7217411703419385,0.1053073867888963,0.2543553094335745,3.2656598771949827,3.670427872881568,0.6051086018859413,1.9760788825245033,2.039664450268437,2.3039021334511407,1.4202893882995165,2.896913774408048,1.73832751005633,3.2177188835727617,0.4982649262467692,0.8661476285909646,0.590705047546236,True
0.028,0.0186,2.4153605838135075,2.7217411885426768,0.10530738673687196,0.25435531110867005,3.265839839975336,3.670624257523987,0.605103102976358,1.9761698209929213,2.040217321095724,2.304506525795543,1.4202318344159153,2.8975815885469247,2.033862905862299,3.7615654784243358,0.4867837569977401,0.9900514265340112,0.5911706604934485,True
0.028,0.020499999999999997,2.4153606009134774,2.721741206743417,0.10530738668484761,0.2543553127837656,3.2660198060265637,3.6708206457320443,0.6050976040667748,1.976260759461339,2.040770236734219,2.305110967302024,1.4201742805323145,2.898249402685801,2.34039439680011,4.331892969863186,0.47646029400119744,1.115105002378159,0.5916363432249744,True
0.028,0.0224,2.4153606180134473,2.721741224944157,0.10530738663282327,0.2543553144588612,3.2661997753487553,3.6710170375058375,0.6050921051571916,1.976351697929757,2.041323197189373,2.305715457976582,1.4201167266487131,2.898917216824678,2.6571381918483987,4.928100740637198,0.4670812147717491,1.2410993344649854,0.6167945070818673,True
0.022,0.0262,1.9823853522899888,2.2607942866189084,0.10683428740316651,0.211786726470396,2.384979399234386,2.6870682993645216,0.6353144309284577,1.515211829800713,1.4782065623296228,1.6731733421008057,1.485280814757441,2.195551847276753,3.3557267820234338,6.194045595208404,0.44839366024710947,1.5046866145807751,0.7370883254721814,True
0.024,0.0262,2.125744171980019,2.4134693725138763,0.10628608677963175,0.22593702953438605,2.671248730278391,3.0061836284909966,0.6245328104389046,1.6682824769021456,1.6613353239383137,1.878576682641635,1.4620955323776337,2.429030954911374,3.3433008614730664,6.194045608572316,0.44913220188118674,1.5015840774647002,0.745502470583177,True
0.02,0.0262,1.8401078337546766,2.1092257467115907,0.10743136308415907,0.1976852928021225,2.1068138521166966,2.377473794779488,0.6469426884514269,1.3629878175551036,1.3003867632572017,1.4739333212194072,1.5100753361641215,1.9636819786690056,3.3681892116444043,6.194045581844491,0.4476551186130322,1.507787141049845,0.7583725072157322,True
0.028,0.0243,2.4153606351134163,2.7217412431448964,0.10530738658079894,0.25435531613395673,3.2663797479419983,3.671213432845463,0.6050866062476085,1.976442636398175,2.041876202466632,2.306319997825218,1.4200591727651122,2.8995850309635545,2.983297724411715,5.549156430733911,0.458523031904407,1.3679107176708074,0.8261446084771826,True
0.02,0.011,1.8401077005922462,2.1092256048125226,0.10743136366605101,0.1976852795670449,2.1055232767400396,2.3760613617722472,0.6470000576398738,1.3622736814129226,1.2964297539390657,1.4696090836795845,1.5106567627031142,1.9584603751575969,0.9571023583027584,1.7575475000998901,0.5380135138759075,0.5149340029293944,0.8660971832909096,False
0.026000000000000002,0.0262,2.270092457435872,2.5671356005737898,0.10577925860917045,0.24012869712185908,2.9652254854854054,3.334376689956794,0.6144851773617623,1.8220871083661467,1.8494793115984456,2.0899068686257594,1.4404053076298458,2.663999816778013,3.3308405738632585,6.194045621936228,0.4498820712612154,1.4984854564105312,0.9119508115225599,True
0.022,0.011,1.9823852180273325,2.260794143571875,0.10683428793950508,0.21178671318977044,2.383648112218268,2.685618096077892,0.6353681154756816,1.514494009017311,1.474123899605664,1.668719618350018,1.485831030780798,2.1902990332497083,0.9501321458285421,1.7575475090139427,0.5391149789547023,0.5122304718025501,1.0006588296811587,False
0.03,0.0129,2.561502272754629,2.8772522427670872,0.1048646624267651,0.2686110711378314,3.573675321346166,4.015397052676296,0.5962785269041952,2.130905856246204,2.2360438602412147,2.5251319742927576,1.4011068923053138,3.1329364640809683,1.1769988289476112,2.2142809230136544,0.5268061685650275,0.620050243483427,1.1570686956677925,True
0.03,0.014799999999999999,2.561502289999289,2.8772522610447213,0.10486466237474078,0.2686110728129264,3.573859100901956,4.015599750630019,0.596273419232418,2.13099718594974,2.236609361426294,2.5257505567647587,1.4010527445759453,3.133607684370584,1.4464419913229356,2.7016349118502596,0.5121557190804624,0.7408035381741885,1.1576533685899568,True
0.03,0.0167,2.5615023072439502,2.8772522793223563,0.10486466232271643,0.2686110744880215,3.574042883606281,4.015802452322698,0.5962683115606406,2.131088515653276,2.2371749063239164,2.5263691871731613,1.4009985968465763,3.1342789046601998,1.7292375157717381,3.2177188943162767,0.4992070930675252,0.8632476334717354,1.1582381158252952,True
0.03,0.0186,2.5615023244886115,2.8772522975999912,0.10486466227069208,0.2686110761631166,3.5742266694592217,4.016005157754434,0.5962632038888633,2.1311798453568125,2.237740494939148,2.526987865523536,1.4009444491172078,3.1349501249498153,2.0240283374821724,3.761565489665845,0.4877038280783892,0.9871263683292135,1.1588229373774521,True
0.03,0.020499999999999997,2.561502341733272,2.8772523158776258,0.10486466221866776,0.26861107783821164,3.574410458460859,4.016207866925331,0.596258096217086,2.1312711750603492,2.23830612727706,2.527606591821458,1.4008903013878393,3.1356213452394304,2.3299379557894992,4.331892981670141,0.47731421724642936,1.1121125116004338,1.159407833250073,True
0.024,0.011,2.1257440367480487,2.4134692284867207,0.10628608727380527,0.22593701621159548,2.6698788412582046,3.004690688640342,0.6245831346343278,1.667561295766943,1.6571335761120631,1.8739889427546057,1.462613428109808,2.4237458205931466,0.9431793133953321,1.7575475179279954,0.5402263681841885,0.5095303350220262,1.1734247293764983,False
0.03,0.0224,2.5615023589779327,2.8772523341552603,0.10486466216664342,0.2686110795133067,3.5745942506112716,4.016410579835494,0.5962529885453088,2.131362504763885,2.2388718033427235,2.528225366072499,1.4008361536584704,3.1362925655290463,2.6459274532831505,4.928100752989935,0.46792407974242156,1.2380931686427536,1.1812876250685063,True
0.028,0.0262,2.415360652213386,2.721741261345636,0.10530738652877461,0.25435531780905235,3.2665597238063837,3.6714098317510184,0.6050811073380251,1.9765335748665929,2.0424292525714476,2.3069245868539303,1.420001618881511,2.9002528451024308,3.3182654524220534,6.19404563530014,0.450661583173099,1.4954147621771554,1.262592160789587,True
0.03,0.0243,2.561502376222594,2.8772523524328952,0.10486466211461908,0.2686110811884018,3.5747780459105445,4.016613296485025,0.5962478808735315,2.131453834467422,2.239437523141207,2.528844188282235,1.4007820059291018,3.1369637858186614,2.971499221331213,5.54915644360659,0.459313025219774,1.364848296787872,1.3828893636872288,True
0.024,0.0281,2.1257441888840165,2.4134693905172706,0.10628608671786005,0.2259370311997349,2.67141998192885,3.0063702629061546,0.6245265199144768,1.668372624544046,1.661860751720982,1.879150380410537,1.462030795411112,2.4296915967011525,3.6876108081710215,6.8619327327556805,0.4419602207969465,1.629777286992508,1.445014241889114,True
0.022,0.0281,1.9823853690728208,2.260794304499788,0.10683428733612421,0.21178672813047422,2.385145825931143,2.6872495920792034,0.6353077203600548,1.5153015573986384,1.47871710786195,1.673730290632486,1.4852120377545215,2.1962084490301343,3.7007625632067267,6.861932718936198,0.44123187071960035,1.6328943888528042,1.4468407331987883,True
0.02,0.0281,1.8401078503999808,2.109225764448975,0.10743136301142257,0.1976852944565072,2.106975190132765,2.3776503676918312,0.646935517302871,1.3630770845728764,1.300881603684755,1.474474100347815,1.5100026578467474,1.9643346791079321,3.713945643289635,6.8619327051167165,0.4405035206422543,1.6360061313430834,1.4784740248618862,True
0.026000000000000002,0.011,2.27009232136236,2.5671354556943915,0.1057792590633074,0.24012868375903668,2.9638194495431254,3.3328433661779764,0.6145322707515168,1.8213626964252772,1.8451638893138569,2.0851914879527906,1.4408939759108579,2.658685532680604,0.9362441159817513,1.7575475268420477,0.5413772105532567,0.5068612279071096,1.5128685966518145,False
0.026000000000000002,0.0281,2.2700924744450615,2.567135618683714,0.1057792585524033,0.24012869879221188,2.9654012551316447,3.3345683719545662,0.6144792906880431,1.8221776598587553,1.8500189452732785,2.0904965177461716,1.4403442240947189,2.664664102290189,3.674490230594907,6.861932746575164,0.44268857087429275,1.6266548288736467,1.6014356300409882,True
0.03,0.0262,2.5615023934672543,2.8772523707105297,0.10486466206259475,0.26861108286349683,3.574961844358755,4.016816016874027,0.5962427732017542,2.1315451641709577,2.240003286677583,2.5294630584562423,1.4007278581997333,3.137635006108277,3.3057234324594127,6.194045648664052,0.45144109508498254,1.4923394063975977,1.8103532164413538,True
0.032,0.0129,2.708261683967315,3.033464901415597,0.10445992773134173,0.2829048197848147,3.888983882064545,4.368485006506645,0.5879150180272437,2.286392029131676,2.4380006940408343,2.7529180356619682,1.3828123940489707,3.371297576419683,1.1693477671389922,2.2142809325365196,0.5279369228328722,0.6173418619048613,1.9337662246350942,True
0.032,0.014799999999999999,2.7082617012768324,3.0334649198429617,0.10445992768390663,0.28290482146449897,3.8891712659978115,4.3686918194093725,0.5879102663348286,2.2864837148145747,2.4385779420733584,2.75355439576507,1.382761748399055,3.371972298788751,1.4380475682492178,2.701634921966802,0.5131949988828464,0.7379988201811516,1.9344768062739623,True
0.032,0.0167,2.7082617185863502,3.0334649382703267,0.10445992763647154,0.2829048231441833,3.8893586529601043,4.368898635906492,0.5879055146424136,2.2865754004974734,2.4391552323925207,2.7541908058858797,1.3827111027491394,3.37264702115782,1.7201214998153833,3.2177189050597916,0.500183267024513,0.8603759914567808,1.9351874665551154,True
0.032,0.0186,2.708261735895868,3.0334649566976903,0.10445992758903644,0.2829048248238676,3.8895460429514968,4.369105455998099,0.5879007629499986,2.2866670861803717,2.439732565002967,2.7548272660302926,1.3826604570992236,3.373321743526888,2.0142212066679517,3.7615655009073534,0.48862389915903826,0.9841966197709378,1.935898205482163,True
0.032,0.020499999999999997,2.708261753205386,3.033464975125055,0.10445992754160134,0.2829048265035519,3.8897334359720626,4.369312279684286,0.5878960112575836,2.28675877186327,2.440309939909346,2.75546377620421,1.3826098114493077,3.3739964658959565,2.3194660488023113,4.331892993477094,0.4781830830366463,1.1091294262151408,1.936609023058715,True
0.028,0.0281,2.415360669313355,2.721741279546376,0.10530738647675028,0.2543553194841479,3.266739702942,3.671606234222601,0.6050756084284419,1.9766245133350109,2.0429823475092714,2.3075292250687225,1.4199440649979096,2.900920659241307,3.6614018301966365,6.861932760394646,0.4434185732375023,1.6235335755950087,1.9423539832516832,True
0.032,0.0224,2.7082617705149037,3.03346499355242,0.10445992749416626,0.28290482818323626,3.889920832021878,4.369519106965148,0.5878912595651685,2.2868504575461692,2.4408873571163046,2.7561003364135277,1.382559165799392,3.374671188265025,2.634744836052954,4.928100765342671,0.4687669447130941,1.2350812868951715,1.9554760901313273,True
0.028,0.011,2.415360515413629,2.7217411157397184,0.1053073869449693,0.2543553044082877,3.2651200084782763,3.6698387403471737,0.6051250986146908,1.9758060671192497,2.0380061065993607,2.3020892513304365,1.42046204995032,2.8949103319914187,0.9293301983139067,1.7575475357561003,0.5425347031535024,0.5041938832738302,2.045428731269906,False
0.032,0.0243,2.708261787824421,3.0334650119797835,0.10445992744673116,0.28290482986292054,3.890108231101013,4.369725937840778,0.5878865078727534,2.2869421432290675,2.4414648166284922,2.756736946664147,1.382508520149476,3.3753459106340933,2.959620722741102,5.549156456479268,0.46012941635731813,1.361808555793917,2.149282102947841,True
0.024,0.03,2.125744205788013,2.4134694085206645,0.10628608665608838,0.22593703286508376,2.6715912370291988,3.006556901084765,0.6245202293900489,1.6684627721859464,1.6623862260363322,1.879724129376278,1.4619660584445904,2.430352238490931,4.039441346558777,7.552024548207096,0.43533628191370893,1.7585153768194444,2.404723212119912,True
0.022,0.03,1.982385385855653,2.2607943223806672,0.10683428726908188,0.2117867297905524,2.3853122561437687,2.687430888639594,0.6353010097916518,1.5153912849965634,1.4792277006810166,1.6742872909799986,1.485143260751602,2.1968650507835146,4.053321456205934,7.552024533960004,0.43461783344306426,1.7616457895445496,2.4180075463097226,True
0.02,0.03,1.8401078670452844,2.1092257821863583,0.10743136293868608,0.19768529611089186,2.1071365317256707,2.3778269447794314,0.6469283461543152,1.363166351590649,1.3013764917491788,1.475014934934852,1.5099299795293732,1.964987379546858,4.067091939248881,7.552024519712917,0.43391923141842603,1.7647894083869908,2.460777146058818,True
0.03,0.0281,2.561502410711915,2.8772523889881643,0.10486466201057042,0.26861108453859195,3.575145645955986,4.017018741002606,0.596237665529977,2.1316364938744945,2.2405690939569256,2.530081976600098,1.4006737104703648,3.138306226397893,3.648109538425952,6.86193277421413,0.4441878935926547,1.620446091468732,2.479903672242767,True
0.026000000000000002,0.03,2.2700924914542506,2.567135636793639,0.10577925849563619,0.24012870046256468,2.965577028145642,3.334760057625006,0.6144734040143238,1.8222682113513644,1.8505586247206836,2.09108621722948,1.4402831405595926,2.665328387802365,4.025602509911052,7.552024562454185,0.4360547303843536,1.7553830170938813,2.54982498738383,True
0.032,0.0262,2.708261805133938,3.033465030407148,0.10445992739929608,0.2829048315426048,3.890295633209542,4.369932772311268,0.5878817561803384,2.2870338289119663,2.442042318450558,2.757373606961971,1.3824578744995604,3.376020633003162,3.293218418402471,6.194045662027962,0.45222060699686606,1.4892612321432575,2.567937407014439,True
0.03,0.011,2.561502255509968,2.8772522244894523,0.10486466247878944,0.2686110694627363,3.5734915449388276,4.0151943584614225,0.5962836345759726,2.1308145265426672,2.23547840276361,2.5245134397515843,1.4011610400346823,3.1322652437913527,0.9224396137105786,1.7575475446701527,0.5437341059971483,0.5015618786972855,2.7836493120857932,False
0.028,0.03,2.415360686413325,2.721741297747115,0.10530738642472595,0.25435532115924353,3.266919685348936,3.6718026402603083,0.6050701095188588,1.976715451803429,2.043535487285554,2.308133912475596,1.4198865111143086,2.901588473380184,4.011803766674204,7.552024576701273,0.43677317885499833,1.7522482841127882,2.879516432706021,True
0.034,0.0129,2.8557805868316173,3.1903778051108103,0.10407662240157692,0.29721999779745656,4.2112680138226075,4.729587733164508,0.5799349929219864,2.4422616857888433,2.6443612195367177,2.9856205794357784,1.3653574204324093,3.610498213398179,1.161717904061853,2.2142809420593856,0.5290676847015898,0.6146274017783998,2.9539683768385006,True
0.034,0.014799999999999999,2.855780604196638,3.190377823590646,0.104076622358375,0.29721999948137406,4.211458732322493,4.729798391279433,0.5799305815445568,2.442353711786727,2.644949694495432,2.986269914969698,1.3653099353130187,3.611176096297773,1.4296730799462052,2.7016349320833455,0.5142409340425367,0.735196420007021,2.9549814063772333,True
0.034,0.0167,2.855780621561659,3.190377842070483,0.10407662231517306,0.2972200011652915,4.211649453723892,4.730009052842078,0.579926170167127,2.4424457377846114,2.645538210389577,2.986919298992882,1.3652624501936281,3.6118539791973667,1.7110376219908083,3.217718915803306,0.5011594409815008,0.8575026581352471,2.9559952231166977,True
0.034,0.0186,2.8557806389266798,3.1903778605503192,0.10407662227197112,0.29722000284920896,4.211840178026868,4.730219717852535,0.5799217587896972,2.4425377637824948,2.646126767223425,2.9875687315107586,1.365214965074238,3.6125318620969606,2.0044399905364503,3.7615655121488625,0.48954767448812875,0.981268936018146,2.9570098272062295,True
0.034,0.020499999999999997,2.8557806562917003,3.190377879030156,0.1040766222287692,0.29722000453312647,4.212030905231488,4.730430386310882,0.5799173474122676,2.442629789780379,2.646715365001248,2.988218212528763,1.3651674799548477,3.6132097449965546,2.308948636477257,4.331893005284049,0.47908018350034215,1.1061715364564122,2.958025218795199,True
0.034,0.0224,2.855780673656721,3.1903778975099932,0.10407662218556728,0.2972200062170439,4.212221635337818,4.730641058217205,0.5799129360348378,2.4427218157782624,2.647304003727318,2.9888677420523275,1.3651199948354573,3.6138876278961485,2.623598754270596,4.928100777695407,0.4696098096837666,1.232067711679608,2.974318050090254,True
0.034,0.0243,2.855780691021742,3.190377915989829,0.10407662214236535,0.2972200079009614,4.212412368345926,4.730851733571592,0.5799085246574082,2.4428138417761467,2.6478926834059093,2.9895173200868856,1.365072509716067,3.6145655107957424,2.9477163656703884,5.549156469351947,0.46096151079663894,1.3587837893194294,3.160508309158204,True
0.032,0.0281,2.708261822443457,3.033465048834512,0.10445992735186097,0.2829048332222892,3.8904830383475395,4.3701396103767145,0.5878770044879233,2.287125514594865,2.4426198625871525,2.7580103173128996,1.3824072288496447,3.37669535537223,3.634860033575019,6.86193278803361,0.44495721394780724,1.61735719362981,3.2273603757380984,True
0.03,0.03,2.5615024279565763,2.877252407265799,0.10486466195854607,0.268611086213687,3.5753294507023177,4.017221468870861,0.5962325578581996,2.1317278235780304,2.2411349449843065,2.5307009427193785,1.400619562740996,3.1389774466875084,3.9980386480078827,7.552024590948362,0.437491627325643,1.7491084342278223,3.406453218473033,True
0.034,0.0262,2.8557807083867637,3.190377934469666,0.10407662209916341,0.29722000958487893,4.212603104255876,4.731062412374123,0.5799041132799785,2.4429058677740305,2.648481404041295,2.9901669466378733,1.3650250245966769,3.6152433936953363,3.2807365674475637,6.194045675391877,0.45300406619796474,1.4861870051781325,3.5706257078027397,True
0.032,0.011,2.7082616666577977,3.0334648829882336,0.1044599277787768,0.28290481810513035,3.888796501160233,4.368278197198218,0.5879197697196588,2.2863003434487776,2.4374234882903014,2.7522817255706773,1.3828630396988866,3.3706228540506142,0.9155730731322674,1.757547553584205,0.5449385462215873,0.498931059432338,3.7401155883451787,False
