t,phase,core_line_target_Tkk,core_line_flux_completed_min_Tkk,core_line_radial_flux_f,access_mean_target_Tkk,access_mean_flux_completed_min_Tkk,access_mean_radial_flux_f,support_mean_target_Tkk,support_mean_flux_completed_min_Tkk,support_mean_radial_flux_f,support_ring_mean_target_Tkk,support_ring_mean_flux_completed_min_Tkk,support_ring_mean_radial_flux_f,shoulder_mean_target_Tkk,shoulder_mean_flux_completed_min_Tkk,shoulder_mean_radial_flux_f
160.875,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,-1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,1.0092565405557584e-18
161.85,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419882,-0.0011890447669419882,0.0,-0.0009261475324223266,-0.0009261475324223266,0.0,-0.0006797943611212469,-0.0006797943611212469,0.0,-4.148264314707143e-05,-4.148264314707143e-05,0.0
162.825,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,-2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,-1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,-1.0092565405557584e-18
163.79999999999998,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,-3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,2.9817531329512898e-18
164.775,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,-4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,-1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,-2.9817531329512898e-18
165.75,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,-1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,1.0092565405557584e-18
166.725,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419882,-0.0011890447669419882,0.0,-0.0009261475324223266,-0.0009261475324223266,0.0,-0.0006797943611212469,-0.0006797943611212469,0.0,-4.148264314707143e-05,-4.148264314707143e-05,0.0
167.7,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,-2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,-1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,-1.0092565405557584e-18
168.67499999999998,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,-3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,2.9817531329512898e-18
169.65,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,-4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,-1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,-2.9817531329512898e-18
170.625,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,-1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,1.0092565405557584e-18
171.6,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419882,-0.0011890447669419882,0.0,-0.0009261475324223266,-0.0009261475324223266,0.0,-0.0006797943611212469,-0.0006797943611212469,0.0,-4.148264314707143e-05,-4.148264314707143e-05,0.0
172.575,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,-2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,-1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,-1.0092565405557584e-18
173.54999999999998,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,-3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,2.9817531329512898e-18
174.525,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,-4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,-1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,-2.9817531329512898e-18
175.5,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,-1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,1.0092565405557584e-18
176.475,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419882,-0.0011890447669419882,0.0,-0.0009261475324223266,-0.0009261475324223266,0.0,-0.0006797943611212469,-0.0006797943611212469,0.0,-4.148264314707143e-05,-4.148264314707143e-05,0.0
177.45,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,-2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,-1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,-1.0092565405557584e-18
178.42499999999998,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,-3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,2.9817531329512898e-18
179.4,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,-4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,-1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,-2.9817531329512898e-18
180.375,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,-1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,1.0092565405557584e-18
181.35,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419882,-0.0011890447669419882,0.0,-0.0009261475324223266,-0.0009261475324223266,0.0,-0.0006797943611212469,-0.0006797943611212469,0.0,-4.148264314707143e-05,-4.148264314707143e-05,0.0
182.325,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,-2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,-1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,-1.0092565405557584e-18
183.29999999999998,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,-3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,2.9817531329512898e-18
184.275,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,-4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,-1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,-2.9817531329512898e-18
185.25,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,-1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,1.0092565405557584e-18
186.225,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419882,-0.0011890447669419882,0.0,-0.0009261475324223266,-0.0009261475324223266,0.0,-0.0006797943611212469,-0.0006797943611212469,0.0,-4.148264314707143e-05,-4.148264314707143e-05,0.0
187.2,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,-2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,-1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,-1.0092565405557584e-18
188.17499999999998,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,-3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,2.9817531329512898e-18
189.15,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,-4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,-1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,-2.9817531329512898e-18
190.125,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,-1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,1.0092565405557584e-18
191.1,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419882,-0.0011890447669419882,0.0,-0.0009261475324223266,-0.0009261475324223266,0.0,-0.0006797943611212469,-0.0006797943611212469,0.0,-4.148264314707143e-05,-4.148264314707143e-05,0.0
192.075,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,-2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,-1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,-1.0092565405557584e-18
193.04999999999998,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,-3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,2.9817531329512898e-18
194.025,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,-4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,-1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,-2.9817531329512898e-18
195.0,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,-1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,1.0092565405557584e-18
195.975,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419882,-0.0011890447669419882,0.0,-0.0009261475324223266,-0.0009261475324223266,0.0,-0.0006797943611212469,-0.0006797943611212469,0.0,-4.148264314707143e-05,-4.148264314707143e-05,0.0
196.95,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,-2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,-1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,-1.0092565405557584e-18
197.92499999999998,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,-3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,2.9817531329512898e-18
198.9,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,-4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,-1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,-2.9817531329512898e-18
199.875,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,-1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,1.0092565405557584e-18
200.85,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419882,-0.0011890447669419882,0.0,-0.0009261475324223266,-0.0009261475324223266,0.0,-0.0006797943611212469,-0.0006797943611212469,0.0,-4.148264314707143e-05,-4.148264314707143e-05,0.0
201.825,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,-2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,-1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,-1.0092565405557584e-18
202.79999999999998,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,-3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,2.9817531329512898e-18
203.775,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,-4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,-1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,-2.9817531329512898e-18
204.75,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,-1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,1.0092565405557584e-18
205.725,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419882,-0.0011890447669419882,0.0,-0.0009261475324223266,-0.0009261475324223266,0.0,-0.0006797943611212469,-0.0006797943611212469,0.0,-4.148264314707143e-05,-4.148264314707143e-05,0.0
206.7,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,-2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,-1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,-1.0092565405557584e-18
207.67499999999998,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,-3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,2.9817531329512898e-18
208.65,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,-4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,-1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,-2.9817531329512898e-18
209.625,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,-1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,1.0092565405557584e-18
210.6,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419882,-0.0011890447669419882,0.0,-0.0009261475324223266,-0.0009261475324223266,0.0,-0.0006797943611212469,-0.0006797943611212469,0.0,-4.148264314707143e-05,-4.148264314707143e-05,0.0
211.575,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,-2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,-1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,-1.0092565405557584e-18
212.54999999999998,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,-3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,2.9817531329512898e-18
213.525,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,-4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,-1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,-2.9817531329512898e-18
214.5,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011827939046884076,-0.0011945665779852714,1.55999267942892e-18,-0.0008795808463266263,-0.0012872642141871676,3.438469747025457e-18,-0.000591774655335105,-0.0016448960935701745,4.185020385794047e-18,-1.4378984432166466e-05,-0.003181853583772895,6.21177135996858e-18
215.475,R_close,-0.0012278668171847812,-0.0012278668171847812,0.0,-0.001193450877054134,-0.0012928748270389842,-3.657246256830567e-18,-0.00037139340387906596,-0.0006545958340816792,-3.789544736211239e-18,0.0005444877050272771,-0.00032367850743163115,1.3010426069826053e-18,0.00038849878348928417,-0.0052349057104927,-3.735783572585923e-18
216.45,R_close,-0.0010513483297664597,-0.0010513483297664597,0.0,-0.0014557676598914852,-0.0015612710915352663,2.1141942363467336e-18,-0.0010991968340090213,-0.003422720164953024,1.7140720060247023e-18,-0.00031224030898372465,-0.005450584505611408,-2.6454533008646307e-18,0.0003100643086596627,-0.009083915791677966,-1.911495569316835e-18
217.42499999999998,R_close,-0.0006533176623885859,-0.0006533176623885859,0.0,-0.0014916720359446911,-0.001802408107734442,-8.05407328132089e-19,-0.002630342340165646,-0.004228028995383346,-1.2287624621502383e-17,-0.0032195366019126966,-0.007852953915568348,-2.0209528495129803e-17,-0.0004941601300757057,-0.01383364811119867,2.710505431213761e-18
218.4,R_close,-0.00023575014437368937,-0.00023575014437368937,0.0,-0.001039998747206974,-0.0015966943499844707,6.071532165918825e-18,-0.0031674922800485417,-0.0048897676309198595,-5.36938218754726e-19,-0.005075442379590902,-0.006977527165581407,-7.779150587583494e-18,-0.001212236480528571,-0.005082912902680785,8.800893287088856e-18
219.375,R_close,-1.9936775800334642e-05,-1.9936775800334642e-05,0.0,-0.00034775844486183805,-0.0007689602800781396,3.469446951953614e-18,-0.0018030850846726223,-0.005645688538546565,1.730593181986386e-17,-0.003435768937137202,-0.01176284446653417,2.7929047963226597e-17,-0.0009796524713829495,-0.011729033675257357,-7.924103704122317e-18
220.35,comp,3.870484702373789e-05,3.870484702373789e-05,0.0,2.11006483917728e-05,-0.0002564055492786267,1.5023944390156276e-18,-0.0002398190406598014,-0.0019809694845281172,1.2597396670783956e-18,-0.0006889543009626178,-0.004438655216007312,1.1275702593849246e-18,-0.00022528936574853358,-0.005722163155327371,-4.647927574220467e-18
221.325,comp,0.0005019917990941191,0.0005019917990941191,0.0,0.0004981550837459359,-0.00019016812999235832,4.243877075157546e-18,0.0003002650930971905,-0.0017300942928607868,4.1922484002772836e-18,-0.00011277923626124779,-0.0031907448561904403,3.8380756905986855e-18,-9.490028203315147e-05,-0.0016908793153138073,1.4778147003226332e-18
222.29999999999998,comp,0.00135890820389893,0.00135890820389893,0.0,0.001354090107439976,0.00034523843177975365,6.148975178239218e-18,0.0010828556294371473,-0.0018900188456784043,5.451988067355679e-18,0.0005204012609163779,-0.0039830825834793054,3.686287386450715e-18,1.0799771195848514e-05,-0.0023356638447267737,3.846560751079007e-18
223.275,comp,0.0024601092103444526,0.0024601092103444526,0.0,0.0024540299665193883,0.0012667325226321205,7.341597567973272e-18,0.002088542392846601,-0.001410212974493948,5.493291007259889e-18,0.0013340846901767653,-0.00396686915374799,3.8814437774981056e-18,0.0001465379490431234,-0.0026539823706929603,-6.238876414280718e-18
224.25,comp,0.0036740345450243304,0.0036740345450243304,0.0,0.0036665650566122024,0.0024249959413119035,7.651369617254845e-18,0.0031971761778850243,-0.0004615527059544597,4.72918661903201e-18,0.002231060249757549,-0.0033132326302366863,1.2576745200831851e-18,0.0002960415786880685,-0.0026794236338782435,-2.7823927491720392e-18
225.225,comp,0.004886908512219826,0.004886908512219826,0.0,0.00487804998329631,0.003688380357461976,7.341597567973272e-18,0.004304849786358365,0.0007990187549802042,8.074724751272996e-18,0.0031272584336723107,-0.002186262840439416,8.174884380540704e-18,0.0004452719485339893,-0.0024528563831337094,-1.0099578932826927e-18
226.2,comp,0.0060027399938997,0.0060027399938997,0.0,0.005992603562099316,0.0049430016506674685,6.489724432448948e-18,0.0053238980272970445,0.0022307971988411697,4.233551340181494e-18,0.0039517510206366685,-0.0007369772045083546,2.883977778811442e-18,0.000582427433590077,-0.0020144357827091867,2.0034170578536496e-18
227.17499999999998,comp,0.006943322449720161,0.006943322449720161,0.0,0.00693210881849858,0.006092739910449681,5.204170427930421e-18,0.006182897716862295,0.003709315005291637,3.9444307608520255e-18,0.004646751023599928,0.0008966230095891741,2.8189256484623115e-18,0.0006979353230741908,-0.0014068401621437393,6.4757510193563554e-18
228.15,comp,0.007648233917024981,0.007648233917024981,0.0,0.007636212987921242,0.007059239436264275,3.5933557716662436e-18,0.006826667678218891,0.0051263403569571705,2.560782274061001e-18,0.005167612620398955,0.0025895337796757113,1.0083080204115192e-18,0.0007844346730685062,-0.0006773140425735354,-8.390192790228857e-18
229.125,comp,0.008074837010845352,0.008074837010845352,0.0,0.008062327515744138,0.007781908737502387,1.734723475976807e-18,0.007216268741405385,0.006389877743634122,1.6985834035606235e-18,0.0054828310825632874,0.004229759491943435,1.9678269430611904e-18,0.0008367539522762357,0.00012181870539077765,-3.594955138225034e-18
230.1,comp,0.008198278923900067,0.008198278923900067,0.0,0.008185628057293911,0.008153335581093457,-3.0541587983855057e-19,0.007329003743226199,0.00723383805989489,-1.071295003765439e-19,0.005574042715706837,0.0054297387093885765,-3.7269449679189215e-19,0.0008518888911386021,0.0007694066305170222,-4.566980686478512e-19
231.075,comp,0.008011491426595347,0.008011491426595347,0.0,0.007999054477846945,0.007655897202178873,-1.9980297178661437e-18,0.007158417527182316,0.006147137522558009,-2.070309862698511e-18,0.0054360248211684555,0.0039026166631578596,-1.973247953923618e-18,0.0008289865587180963,-4.5078075765204804e-05,3.4317355720410747e-18
232.04999999999998,comp,0.00752519086702497,0.00752519086702497,0.0,0.007513310852629372,0.006879138168469265,-3.980570833268209e-18,0.006714296943450748,0.004845407445474094,-3.70693885640282e-18,0.005076695684613005,0.002243088782971734,-2.8080836267374563e-18,0.0007693403740311343,-0.0008344185922210288,9.54628228067264e-18
233.025,comp,0.0067678781709701345,0.0067678781709701345,0.0,0.006756865466817051,0.005869529701134976,-5.405522259963443e-18,0.006022670848915506,0.0034077365472478145,-3.820521941139397e-18,0.004517114593228648,0.0005527874120578623,-2.3418766925686897e-18,0.0006763975868237511,-0.0015430392702521346,-6.8929331596388214e-18
234.0,comp,0.0057858388418996695,0.0057858388418996695,0.0,0.005775950815535676,0.004691307231284728,-6.784007879266442e-18,0.005125810107245952,0.0019294509554233425,-5.390033657499365e-18,0.0037914818790423964,-0.0010536213198566013,-3.7079714299004255e-18,0.0005557769365529735,-0.0021196159672667095,-2.4807017098717248e-18
234.975,comp,0.004643142960969808,0.004643142960969808,0.0,0.004634563603860611,0.0034264703999622105,-7.403551977829588e-18,0.004082227589010713,0.0005221129121923028,-6.112835105823034e-18,0.0029471389818191917,-0.0024484672554349026,-3.2959746043559333e-18,0.0004152913407293455,-0.0025179374526314506,2.0493778021220566e-18
235.95,comp,0.0034216451870243045,0.0034216451870243045,0.0,0.0034144647468170096,0.002174783058145555,-7.651369617254845e-18,0.0029666781718092066,-0.0006864794920312887,-6.216092455583559e-18,0.002044568521093021,-0.003491081805118556,-4.488596994089988e-18,0.0002649695755121357,-0.002696053431546652,1.991632251630981e-18
236.92499999999998,comp,0.002220984756594427,0.002220984756594427,0.0,0.002215179369379784,0.0010537732667500038,-7.217688748260644e-18,0.0018701587403947549,-0.0015522912269707633,-7.186711543332487e-18,0.0011573943631439758,-0.004027771968905829,-6.4184768611141866e-18,0.00011707183136836067,-0.00261396004497327,6.5806357947381055e-18
237.9,comp,0.00115858548389891,0.00115858548389891,0.0,0.001153996806473559,0.00019873329663479811,-5.777248719101331e-18,0.0008999081867568888,-0.0019150475430398373,-3.2835837223846705e-18,0.00037238166517216406,-0.0038917555279353562,-1.734723475976807e-18,-1.3904273424869969e-05,-0.0022301512464129405,-5.184136257351885e-18
238.875,comp,0.0003696557608441058,0.0003696557608441058,0.0,0.0003659706029728108,-0.00023728037138473037,-3.670798783986636e-18,0.0001794074101232129,-0.00159822917439338,-1.6004889212881257e-18,-0.0002105631245635614,-0.002903050160918537,8.131516293641283e-19,-0.00011122937127438793,-0.0014971638065660326,1.296328684493538e-18
239.85,comp,7.188557023734543e-06,7.188557023734543e-06,0.0,3.918513499406958e-06,-0.00012254551866837266,-7.802383491279612e-19,-0.00015162071700538284,-0.0005232413726316585,-2.150334308762917e-18,-0.0004783924756314764,-0.0010404109253067577,-4.052205619664573e-18,-0.00015596286756065048,-0.00044171285549921344,-3.63119341735974e-19
240.825,B_reset,-8.114795679712171e-08,-8.114795679712171e-08,0.0,-3.1966276179681965e-06,-3.319346585770128e-06,3.066713036710882e-21,-0.00015466445212601525,-0.00016967380963712293,5.288712383046851e-19,-0.0004784335443534618,-0.0005128287335560986,1.3606737264693081e-18,-0.0001551399701137771,-0.0002055067340212071,1.3256433899724258e-18
241.79999999999998,B_reset,-8.111112343433328e-08,-8.111112343433328e-08,0.0,-2.6469948216261598e-06,-2.914503396357713e-06,6.738449607174836e-21,-0.00014115264395850937,-0.00017387117021126167,-2.878298624574613e-19,-0.00045840303985314885,-0.000533373266401575,-1.7618285302889448e-20,-0.0001486586558774568,-0.0002584467016512265,2.36506329881179e-18
