t,phase,core_line_target_Tkk,core_line_nmc_fit_Tkk,core_line_residual_Tkk,access_mean_target_Tkk,access_mean_nmc_fit_Tkk,access_mean_residual_Tkk,support_mean_target_Tkk,support_mean_nmc_fit_Tkk,support_mean_residual_Tkk,support_ring_mean_target_Tkk,support_ring_mean_nmc_fit_Tkk,support_ring_mean_residual_Tkk,shoulder_mean_target_Tkk,shoulder_mean_nmc_fit_Tkk,shoulder_mean_residual_Tkk
18.037499999999998,B_setup,-4.0835449462960533e-07,-8.274677370567735e-05,8.233841921104775e-05,-0.00012748329168605295,-8.115798839749996e-05,-4.6325303288553e-05,-0.007087731475557696,-0.0008789029822961331,-0.006208828493261563,-0.022656698003038923,-0.006939788283510462,-0.015716909719528466,-0.007514178141823926,-0.0029312460141358793,-0.004582932127688055
18.76875,B_setup,-3.9955335256849483e-07,-8.734416483071593e-05,8.694461147814743e-05,-0.00012226530968674178,-8.555826972418775e-05,-3.670703996255407e-05,-0.006891386385092867,-0.0009269309201523807,-0.005964455464940487,-0.022110214189933686,-0.007318009036462563,-0.014792205153471127,-0.007361396488505003,-0.00296132520766507,-0.004400071280839926
19.5,B_setup,-3.904508422733535e-07,-9.178958657320827e-05,9.139913573093491e-05,-0.00011687404047729265,-8.980572303232615e-05,-2.7068317444966532e-05,-0.006688307654845069,-0.0009733169280301008,-0.005714990726814969,-0.02154467517801852,-0.0076832305470771415,-0.013861444630941376,-0.007199956903740332,-0.002982057831783844,-0.004217899071956489
20.23125,B_setup,-3.8108152440956673e-07,-9.605796129184074e-05,9.567687976743117e-05,-0.0001113241970814506,-9.387657118713633e-05,-1.7447625894314263e-05,-0.006479158679611661,-0.0010178006864818578,-0.005461357993129802,-0.020962065491814744,-0.008033404971091262,-0.012928660520723483,-0.007030287388328197,-0.0029935569564788675,-0.004036730431849336
20.9625,B_setup,-3.7148129499667325e-07,-0.00010012648929489064,9.975500799989397e-05,-0.00010563105155735918,-9.774926846112829e-05,-7.881783096230874e-06,-0.006264629438790206,-0.001060146049333405,-0.0052044833894568,-0.02036445109496872,-0.008366675298318763,-0.011997775796649953,-0.0068528689001917005,-0.002996002065403218,-0.0038568668347884836
21.9375,B_setup,-3.583853712442724e-07,-0.00010520558489032655,0.00010484719951908228,-9.784435666617483e-05,-0.00010257194712491901,4.727590458744156e-06,-0.005971445729021215,-0.0011129214144268043,-0.00485852431459441,-0.019547959890814457,-0.008781920857681522,-0.010766039033132934,-0.006605172786772876,-0.0029856039415465316,-0.0036195688452263387
22.66875,B_setup,-3.483898443934799e-07,-0.00010873337520799177,0.00010838498536359829,-9.187801752604906e-05,-0.00010591237830831347,1.4034360782264395e-05,-0.005747128842049162,-0.0011495093973861539,-0.004597619444663008,-0.018923622281511187,-0.009069714486957356,-0.009853907794553826,-0.006411785865623867,-0.0029679597140471387,-0.0034438261515767274
23.4,B_setup,-3.382865910550532e-07,-0.00011200403217633082,0.00011166574558527577,-8.582102170003042e-05,-0.00010900105031840603,2.318002861837561e-05,-0.005519811016735467,-0.0011833695259442388,-0.004336441490791228,-0.018291408053072958,-0.009335973579133953,-0.008955434473939008,-0.0062125395433370156,-0.0029422774274842746,-0.003270262115852741
24.131249999999998,B_setup,-3.2811190832998866e-07,-0.00011500634652447605,0.00011467823461614607,-7.968903684672614e-05,-0.00011182766800246275,3.213863115573663e-05,-0.005290198103030514,-0.0012143878914374873,-0.004075810211593026,-0.01765343022426129,-0.009579805172741051,-0.008073625051520237,-0.0060080565256530735,-0.002908964455580119,-0.003099092070072954
24.8625,B_setup,-3.179010833102805e-07,-0.00011773189239656642,0.00011741399131325614,-7.349740550570794e-05,-0.00011438461975116424,4.08872142454563e-05,-0.00505897916834156,-0.0012424798059460966,-0.003816499362395463,-0.017011749649342232,-0.009800546593043321,-0.007211203056298904,-0.0057989715248195715,-0.0028684638264348575,-0.002930507698384713
25.8375,B_setup,-3.042888652716027e-07,-0.00012092594891015278,0.00012062166004488117,-6.517477130410482e-05,-0.0001173661454360849,5.2191374131980105e-05,-0.004749336188221083,-0.0012752903807295927,-0.003474045807491488,-0.016153841845469814,-0.010058225178080051,-0.00609561666738976,-0.005514137830004809,-0.0028041009562166366,-0.0027100368737881823
26.568749999999998,B_setup,-2.9412285184003906e-07,-0.00012298803972891277,0.00012269391687707272,-5.89008876704442e-05,-0.00011927879557211629,6.03779079016721e-05,-0.004516910242640823,-0.0012963828241081873,-0.003220527418532635,-0.01551110385397082,-0.01022375926488833,-0.005287344589082482,-0.005296796744854048,-0.0027487009358996353,-0.0025480958089544245
27.3,B_setup,-2.840270826478793e-07,-0.00012476431483355023,0.00012448028775090234,-5.2614650680396684e-05,-0.00012091469087237447,6.830004019197778e-05,-0.004284980154833332,-0.0013144658628967852,-0.0029705142919365457,-0.014870928053695815,-0.010365564574472005,-0.004505363479223814,-0.005076965742995748,-0.002687759893672289,-0.0023892058493234633
28.03125,B_setup,-2.7402920761630573e-07,-0.00012625723704857975,0.00012598320784096344,-4.632875012910979e-05,-0.00012227665578350337,7.594790565439358e-05,-0.004054101080057051,-0.001329568664911425,-0.0027245324151456275,-0.014234960322903174,-0.010483875151762885,-0.003751085171140287,-0.004855253552997084,-0.0026217974895225817,-0.0022334560634745004
28.7625,B_setup,-2.6415462881946446e-07,-0.00012747133636821007,0.0001272071817393906,-4.00550756050939e-05,-0.00012336948259890877,8.331440699381489e-05,-0.0038247880198777483,-0.0013417419145197416,-0.002483046105358008,-0.013604722175024161,-0.010579094381036647,-0.0030256277939875154,-0.0046322482566411045,-0.0025513344868001975,-0.002080913769840912
29.7375,B_setup,-2.5121984988318625e-07,-0.0001286676914204924,0.0001284164715706092,-3.172817929704031e-05,-0.00012441948343258326,9.269130413554295e-05,-0.0035222849609897497,-0.0013535392778637751,-0.0021687456831259748,-0.012775704087401666,-0.01067111267985682,-0.002104591407544847,-0.004333866171968547,-0.00245127447129835,-0.0018825917006701895
30.46875,B_setup,-2.4171857171676725e-07,-0.0001292588443811697,0.00012901712580945293,-2.5524548325088156e-05,-0.00012491246228813258,9.938791396304441e-05,-0.0032983920812818352,-0.0013591780666906213,-0.0019392140145912137,-0.012164019007359791,-0.010714839400528385,-0.0014491796068314092,-0.004109985893943631,-0.002372302705943676,-0.0017376831879999538
31.2,B_setup,-2.3240824890040587e-07,-0.00012959845313935476,0.00012936604489045434,-1.9366668871884797e-05,-0.00012516380824954015,0.00010579713937765536,-0.0030774758841454848,-0.0013621825549203028,-0.0017152933292251804,-0.011562187374892442,-0.010737812843359625,-0.0008243745315328177,-0.0038865773158143374,-0.0022905100143393287,-0.0015960673014750121
31.93125,B_setup,-2.2330407255317943e-07,-0.0001296975021768288,0.00012947419810427563,-1.3262754799707904e-05,-0.00012518440511412454,0.00011192165031441663,-0.00285986724375526,-0.001362670221148714,-0.0014971970226065458,-0.010971160318176262,-0.010740961586650687,-0.00023019873152557631,-0.0036641016397818147,-0.0022063676426101794,-0.001457733997171638
32.6625,B_setup,-2.1441896563310145e-07,-0.0001295678817999958,0.00012935346283436268,-7.220196963696719e-06,-0.00012498597790288674,0.00011776578093919003,-0.002645855840966481,-0.0013607678174653492,-0.001285088023501131,-0.010391761318481374,-0.01072528699768522,0.00033352567920384344,-0.0034429860001494593,-0.0021203261219772136,-0.0013226598781722447
33.637499999999996,B_setup,-2.0293120145872853e-07,-0.00012906118584885633,0.0001288582546473976,7.298084247081123e-07,-0.00012440215222710846,0.00012513196065181656,-0.002366529679702091,-0.0013547455569419115,-0.0010117841227601798,-0.009638511341410687,-0.010676940155077053,0.001038428813666369,-0.003150954262622873,-0.0020033853033742752,-0.0011475689592485947
34.36875,B_setup,-1.945954813436795e-07,-0.00012844782139598306,0.0001282532259146394,6.60483900990725e-06,-0.00012374153910960263,0.0001303463781195099,-0.0021618192204753946,-0.0013477955112210715,-0.0008140237092543229,-0.009088767715993719,-0.010621522828489991,0.0015327551124962747,-0.0029344789269851713,-0.0019145322275013555,-0.0010199466994838208
35.1,B_setup,-1.8650681205101846e-07,-0.00012764942796147097,0.00012746292114941996,1.2399378027233005e-05,-0.00012290462391325983,0.00013530400194049287,-0.001961396372387652,-0.0013389183139393647,-0.0006224780584482876,-0.008552544054271801,-0.010550936484312034,0.0019983924300402303,-0.0027205384698915707,-0.0018251070046200733,-0.0008954314652714943
35.83125,B_setup,-1.786695353477968e-07,-0.0001266796237099277,0.0001265009541745799,1.8109168388355938e-05,-0.00012190466775896718,0.00014001383614732312,-0.0017653940625488277,-0.0013282579024180192,-0.0004371361601308089,-0.008030177971271334,-0.010466316732835245,0.002436138761563908,-0.0025094125248886095,-0.0017354508134233076,-0.0007739617114653005
36.5625,B_setup,-1.7108636887930761e-07,-0.00012555200236402802,0.0001253809159951487,2.373055112174301e-05,-0.00012075488205637965,0.00014448543317812265,-0.0015739153374073561,-0.0013159577651066247,-0.0002579575723007313,-0.007521914456169766,-0.010368795406142812,0.0028468809499730464,-0.0023013489748792667,-0.001645877724877923,-0.0006554712500013472
37.5375,B_setup,-1.613727054845885e-07,-0.00012382621806849615,0.00012366484536301155,3.1082898686362244e-05,-0.00011901127468936365,0.00015009417337572586,-0.001325774370095633,-0.0012972515114033972,-2.8522858692235663e-05,-0.006866433101167001,-0.010220626966316003,0.0033541938651490007,-0.002029066567159095,-0.0015270685603113417,-0.0005019980068477557
38.26875,B_setup,-1.5438498428488006e-07,-0.00012238218981983336,0.00012222780483554847,3.6486744200582075e-05,-0.00011756213679353064,0.0001540488809941127,-0.001145102902699857,-0.001281671549924954,0.0001365686472250969,-0.006391568026021874,-0.010097309248572037,0.0037057412225501656,-0.001828945562490338,-0.0014387599664254169,-0.0003901855960649266
39.0,B_setup,-1.4765054645026045e-07,-0.00012082401432148628,0.00012067636377503602,4.179364976393967e-05,-0.00011600545874215803,0.00015779910850609766,-0.0009691158005646817,-0.0012649116999073795,0.00029579589934269825,-0.005931055928507463,-0.009964715744766315,0.0040336598162588515,-0.001632503968698515,-0.0013513892643195829,-0.00028111470437893463
39.731249999999996,B_setup,-1.4116672129728112e-07,-0.00011916395828740792,0.00011902279156611063,4.700196275384579e-05,-0.0001143530809850564,0.0001613550437389022,-0.0007978162193710444,-0.0012471008451069444,0.0004492846257358999,-0.005484832321178825,-0.009823862343216458,0.004339030022037634,-0.0014398709495133646,-0.0012651579276044104,-0.00017471302190895353
40.4625,B_setup,-1.3492995692701282e-07,-0.00011741378794231894,0.00011727885798539193,5.211036532500732e-05,-0.00011261634544688211,0.00016472671077188945,-0.00063119077266864,-0.00122836249736311,0.0005971717246944698,-0.0050527815520581415,-0.009675722448265414,0.004622940896207271,-0.0012511531999133553,-0.001180243838967168,-7.090936094618644e-05
41.4375,B_setup,-1.269910452820422e-07,-0.00011495936340038274,0.00011483237235510069,5.87644154064229e-05,-0.00011018806566348623,0.00016895248106990913,-0.0004162446788894356,-0.0012021378117331363,0.0007858931328437005,-0.00449847853435476,-0.009468464068561023,0.004969985534206264,-0.0010057660996522393,-0.001069339817576227,6.357371792397809e-05
42.168749999999996,B_setup,-1.213129027803001e-07,-0.00011304156903798624,0.00011292025613520594,6.363613050107502e-05,-0.00010829552355531448,0.0001719316540563895,-0.000260396855329569,-0.001181682376940356,0.000921285521610787,-0.0040988113641504615,-0.009306844983833855,0.005208033619683395,-0.0008264869154564798,-0.0009880678028405315,0.00016158088738405074
42.9,B_setup,-1.1586514040589733e-07,-0.00011106879179595602,0.00011095292665555012,6.840542584249237e-05,-0.00010635239508334287,0.00017475782092583528,-0.00010908641061726532,-0.0011606675446943168,0.0010515811340770513,-0.0037126472974984247,-0.009140839534249769,0.005428192236751343,-0.0006513406022924243,-0.0009085517356119321,0.00025721113331950954
43.63125,B_setup,-1.1064170741496617e-07,-0.00010905026651113153,0.00010893962480371656,7.307197186191144e-05,-0.00010436753254005578,0.00017743950440196724,3.774802339207189e-05,-0.0011391898905448886,0.0011769379139369598,-0.0033397229655330565,-0.008971208383213568,0.005631485417680514,-0.00048035799434491597,-0.000830882140121567,0.00035052414577664754
44.3625,B_setup,-1.0563623234552803e-07,-0.00010699461479256709,0.00010688897856022157,7.763557775081228e-05,-0.00010234918978147353,0.00017998476753228583,0.00018017426932146925,-0.0011173394991051042,0.0012975137684265732,-0.0029797553727814122,-0.008798660971424547,0.0058189055986431325,-0.00031355703284581776,-0.0007551330272751284,0.0004415759944293119
45.3375,B_setup,-9.928985664978173e-08,-0.00010420975753292196,0.00010411046767627218,8.35601332257672e-05,-9.961914398480492e-05,0.00018317927721057213,0.00036334526701125056,-0.001087769508705897,0.0014511147757171473,-0.0025194364115498154,-0.008565192684736428,0.006045756273186614,-9.767047511948154e-05,-0.0006572213432110167,0.0005595508680915357
46.06875,B_setup,-9.476694780742751e-08,-0.00010209760963706908,0.00010200284268926165,8.788338773658779e-05,-9.755147364164296e-05,0.0001854348613782307,0.0004957755165815235,-0.0010653638424433043,0.001561139359024828,-0.002188522622517189,-0.00838831651004534,0.00619979388752815,5.936460491096433e-05,-0.0005861585454405882,0.0006455231503515566
46.8,B_setup,-9.043939493663721e-08,-9.997274876509859e-05,9.988230937016195e-05,9.210374570702657e-05,-9.553287600268952e-05,0.00018763662170971607,0.0006240533159074115,-0.0010432768470754739,0.0016673301629828853,-0.0018695338745806775,-0.008214528859907373,0.0063449949853266975,0.00021223230346685995,-0.0005615599255416369,0.000773792229008498
47.53125,B_setup,-8.630024433269072e-08,-9.784126081122844e-05,9.775496056689575e-05,9.62213449363213e-05,-9.354219360637332e-05,0.00018976353854269462,0.0007482600682002454,-0.001021373465474813,0.0017696335336750588,-0.0015621474735692134,-0.008042516840274893,0.006480369366705684,0.000360954049925243,-0.0006081505676084932,0.0009691046175337349
48.262499999999996,B_setup,-8.234255059522034e-08,-9.570869714981886e-05,9.562635459922364e-05,0.00010023635172084396,-9.154856883509993e-05,0.0001917849205559439,0.0008684777612586713,-0.000999444714415589,0.0018679224756742595,-0.0012660396493219112,-0.007870286370206496,0.006604246720884589,0.0005055571489130185,-0.0006521477047339129,0.0011577048536469275
49.2375,B_setup,-7.733598137126939e-08,-9.28722485984199e-05,9.279491261704863e-05,0.0001054304217816766,-8.889414243063675e-05,0.00019432456421231338,0.0010227042340026395,-0.00097025754091801,0.0019929617749206495,-0.0008882164815129894,-0.007641020053249244,0.0067528035717362555,0.0006920107392220252,-0.0007069105195437995,0.001398921258765828
49.96875,B_setup,-7.37750099780412e-08,-9.075594641990194e-05,9.06821714099239e-05,0.00010920676308624176,-8.691172635019248e-05,0.00019611848943643423,0.0011339312253497858,-0.0009484665000678785,0.002082397725417665,-0.0006171762836055278,-0.007469831582077517,0.006852655298471992,0.0008271356889936194,-0.0007451633694150737,0.0015722990584086903
50.699999999999996,B_setup,-7.037287247289547e-08,-8.865353505633528e-05,8.858316218386238e-05,0.00011288112623835829,-8.494079644285102e-05,0.00019782192268120928,0.0012414384751491994,-0.0009268072157228744,0.002168245690872074,-0.0003563539763960882,-0.007299663067695108,0.00694330909129902,0.0009582635613600039,-0.0007810934335381987,0.0017393569948982006
51.43125,B_setup,-6.712304777283511e-08,-8.656854531090921e-05,8.650142226313638e-05,0.00011645368160161069,-8.29847721011496e-05,0.00019943845370276028,0.001345303718457265,-0.0009053168708142352,0.0022506205892715,-0.00010544298156972663,-0.007130807722568182,0.007025364740998457,0.0010854370088661336,-0.0008147868361135241,0.001900223844979659
52.1625,B_setup,-6.40191750181346e-08,-8.450411329418012e-05,8.444009411916199e-05,0.00011992458308806889,-8.104669778500015e-05,0.00020097128087306904,0.0014456026519881443,-0.0008840285458588869,0.002329631197847031,0.00013585584710556152,-0.006963526479584606,0.0070993823266901675,0.001208700404757225,-0.0008463305403032437,0.0020550309450604715
53.137499999999996,B_setup,-6.00970468822248e-08,-8.178825055381836e-05,8.172815350693613e-05,0.00012439455205589194,-7.84951306802961e-05,0.00020288968273618808,0.0015739135171342932,-0.0008560084074908041,0.0024299219246250972,0.00044313689030071304,-0.006743328275012915,0.007186465165313629,0.001367048198028867,-0.0008851954315824644,0.0022522436296113345
53.86875,B_setup,-5.730998889425099e-08,-7.978196395629101e-05,7.972465396739675e-05,0.0001276287442230722,-7.660885887856135e-05,0.00020423760310163354,0.0016661723169942512,-0.0008352991061465987,0.00250147142314085,0.000663123233933692,-0.006580569388634381,0.007243692622568071,0.0014813666717554096,-0.0009120613999008705,0.0023934280716562794
54.6,B_setup,-5.464899395832099e-08,-7.780417580318562e-05,7.774952680922731e-05,0.00013076164171747524,-7.474829337662024e-05,0.00020550993509409543,0.0017550997755599643,-0.0008148759381178247,0.0025699757136777883,0.0008744318454747537,-0.006420048534540694,0.007294480380015449,0.0015919293694688932,-0.0009370659316541014,0.002528995301122995
55.33125,B_setup,-5.2108520488561675e-08,-7.585661112665525e-05,7.580450260616668e-05,0.000133793302033108,-7.291513425365203e-05,0.00020670843628676003,0.0018407607134086773,-0.0007947572880132111,0.002635518001421888,0.0010773225433529478,-0.006261910972762913,0.007339233516115861,0.0016987830593739666,-0.0009602932082659488,0.0026590762676399135
56.0625,B_setup,-4.9683231406906025e-08,-7.394073359869632e-05,7.389105036728941e-05,0.00013672375996100688,-7.111083177356112e-05,0.00020783459173456806,0.0019232172436163125,-0.0007749588124717742,0.0026981760560880865,0.001272045282934187,-0.00610628048324997,0.007378325766184156,0.0018019742354950458,-0.0009818257111083196,0.0027837999466033664
57.0375,B_setup,-4.661984707123727e-08,-7.143760534102258e-05,7.139098549395134e-05,0.0001404736316498498,-6.875206320432957e-05,0.00020922569485417935,0.002028276949319983,-0.0007490812979917459,0.002777358247311729,0.0015193833597598931,-0.005902850317901885,0.0074222336776617786,0.0019339446719435463,-0.0010080382538810873,0.002941982925824631
57.76875,B_setup,-4.4443715360729636e-08,-6.960004995139018e-05,6.955560623602944e-05,0.00014316796962802732,-6.701948191750658e-05,0.0002101874515455339,0.00210348296339491,-0.0007300771307637429,0.0028335600941586524,0.00169596399953874,-0.005753443509653513,0.007449407509192252,0.0020287678120449776,-0.0010259256123931583,0.0030546934244381385
58.5,B_setup,-4.236645282179544e-08,-6.779744516571291e-05,6.775507871289112e-05,0.00014576107837147793,-6.5319044111614e-05,0.0002110801224830919,0.0021756723242701307,-0.000711428441169534,0.0028871007654396653,0.0018651386661456798,-0.005606823382752906,0.007471962048898586,0.002120079128820781,-0.0010423778244754657,0.0031624569532962468
59.231249999999996,B_setup,-4.0383600717189286e-08,-6.603035984742767e-05,6.598997624671049e-05,0.00014825291603721071,-6.365134203518543e-05,0.00021190425807239612,0.0022448957971732118,-0.0006931415259628728,0.002938037323136085,0.0020271150693830704,-0.005463039990415025,0.0074901550597980945,0.002207922076614926,-0.0010574675535652462,0.003265389630180173
59.9625,B_setup,-3.849089501724958e-08,-6.429920459455462e-05,6.426071369953737e-05,0.00015064343029331533,-6.201681559059559e-05,0.00021266024588391087,0.0023112017362671962,-0.0006752210220492765,0.0029864227583164737,0.002182091663192843,-0.005322130305667948,0.007504221968860791,0.0022923391732760016,-0.0010712648669584525,0.003363604040234457
60.9375,B_setup,-3.6100502092932696e-08,-6.204733324083305e-05,6.201123273874012e-05,0.00015367306483073472,-5.988955812059231e-05,0.0002135626229513271,0.0023951505480971197,-0.0006519022194743908,0.0030470527675715104,0.0023781647778704507,-0.0051387628918358125,0.007516927669706264,0.0023996378746126107,-0.0010877669970098464,0.003487404871622456
