phase,zone,min_N,min_R,max_B,min_Tkk_geo,min_Tkk_total,max_Tkk_total,max_abs_flux_geo,max_abs_Kll,max_abs_Kth,max_abs_theta,max_abs_B_rate,max_abs_R_rate,max_abs_N_rate,max_abs_dlogB_dl,max_abs_dlogN_dl,max_abs_R_l,max_abs_R_ll,max_abs_R_t,max_abs_R_tt
open_interval,outer_shoulder,1.0,2.8786708942115147,7.962897805459765,-2.568146596116129e-05,-2.568146596116129e-05,7.389326733439033e-06,8.520362997398675e-06,4.374992604816505e-09,7.302732312173772e-05,0.08241953914348882,4.374992604816505e-09,7.302732312173772e-05,0.00016079448006234287,0.03172880957103881,0.0,0.9761860873368988,0.04191103478845726,0.0002102434200965675,0.0001266656953501308
open_interval,shoulder,1.0,1.1725946229094257,7.998397976860842,-0.008198504316107363,-0.008198504316107363,0.004311800916585244,0.0011589528835669676,4.377780835706371e-09,0.11264649656541212,0.3629673737803365,4.377780835706371e-09,0.11264649656541212,0.000164963958743769,0.03172880957103881,0.0,1.4567925814430964,1.9870018246897523,0.1541155253301758,0.09285023127512845
open_interval,matching,1.0,4.639062405271132,7.711345250894697,-9.362428538465509e-05,-9.362428538465509e-05,-1.2006099777817171e-05,9.458781953635982e-12,4.354495792960835e-09,7.977962803264405e-16,0.05459302993561202,4.354495792960835e-09,7.977962803264405e-16,3.552713678800501e-15,0.22864340536451244,0.0,0.9938836681577925,0.01001792531004142,7.105427357601002e-15,1.4575235605340998e-14
open_interval,exterior,1.0,9.085202254215366,4.600304091566665,-0.0007824350688057228,-0.0007824350688057228,-9.537256540444959e-05,8.526571735892506e-12,3.915715162840341e-09,7.744621350096809e-16,0.12338806545852471,3.915715162840341e-09,7.744621350096809e-16,4.440892098500626e-16,0.3341860071090488,0.0,0.9974514395456993,0.0013335670464229565,7.105427357601002e-15,1.4575235605340998e-14
full_cycle,access,0.9999999972813745,1.0,8.0,-0.0022772607985988864,-0.0022772607985988864,0.008198357625344582,0.0008489981906006407,0.028978067401980827,0.010401134640604909,0.06259359677950795,0.028978067401980827,0.010401134640604909,4.182618700931957e-10,4.913999641115358e-06,1.1094343252045993e-07,0.23327911457960226,0.9991016163641906,0.010557186698146648,0.006360405445446539
full_cycle,support,0.9994396812210625,1.0,8.0,-0.04325532858193613,-0.04325532858193613,0.008198357625344582,0.0016952349408376596,0.028978067401980827,0.0788533980641745,0.23565470101902136,0.028978067401980827,0.0788533980641745,8.62269016115148e-05,0.00014789187013468637,0.008523761118178153,0.5998894156511021,0.9991016163641906,0.08860757956316068,0.05338355261446139
full_cycle,inner_shoulder,0.82003599999964,1.1725122955710758,7.998397976860842,-0.1306222258959926,-0.1306222258959926,0.036447000825530915,0.00124956718139975,0.028974705950399225,0.11264649656541212,1.7310740989307438,0.028974705950399225,0.11264649656541212,0.03025146437894955,0.006885287360430504,0.2996107673391758,1.4569095347685916,1.9873543143989352,0.1541155253301758,0.09285023127512845
full_cycle,outer_shoulder,0.8245846060536299,2.8786707814572794,7.962897805459765,-0.0013362928328410088,-0.0013362928328410088,0.0018829297868493975,0.0004726398243795227,0.02890002234003961,7.302732312173772e-05,0.6560955969633393,0.02890002234003961,7.302732312173772e-05,0.029414576537021966,0.03172880957103881,0.2998775022399438,0.9761860873368988,0.04191103478845726,0.0002102434200965675,0.0001266656953501308
full_cycle,shoulder,0.82003599999964,1.1725122955710758,7.998397976860842,-0.1306222258959926,-0.1306222258959926,0.036447000825530915,0.00124956718139975,0.028974705950399225,0.11264649656541212,1.7310740989307438,0.028974705950399225,0.11264649656541212,0.03025146437894955,0.03172880957103881,0.2998775022399438,1.4569095347685916,1.9873543143989352,0.1541155253301758,0.09285023127512845
full_cycle,matching,0.9999999999967251,4.639062405271132,7.711345250894697,-0.0007779574218797199,-0.0007779574218797199,-1.1857528056964248e-05,0.0002984613307037586,0.028362719576922345,1.7412073134813471e-15,0.42098570212592934,0.028362719576922345,1.7412073134813471e-15,5.035971639707212e-13,0.22864340536451244,1.870645860441742e-10,0.9938836681577925,0.01001792531004142,1.4210854715202004e-14,1.166018848426736e-13
full_cycle,exterior,1.0,9.085202254215366,4.600304091566665,-0.0007876357113974321,-0.0007876357113974321,-2.0628346269024687e-06,0.00011700417051334557,0.020254669570620512,1.4954445438490161e-15,0.21880060439274457,0.020254669570620512,1.4954445438490161e-15,4.440892098500626e-16,0.3341860071090488,0.0,0.9974514395456993,0.0013335670464229565,1.7763568394002505e-14,1.457523560533437e-13
