name,r_mode,x_catch,x_beta,x_q,w_catch,w_beta,w_q,p_beta,X,U,q,E,packet_max_norm,packet_fail_points,packet_max_gtt,edge_max_gtt,edge_fail_points,release_packet_max_norm,rho_H_packet_p95_abs,j_packet_p95_abs,rho_H_edge_p95_abs,j_edge_p95_abs,R3_packet_p95_abs,K_packet_p95_abs,release_fail_points,release_rho_H_p95_abs,release_j_p95_abs
longgap_medium_p4,always_open,0.05,0.7,1.45,0.25,0.28,0.3,4.0,-0.25,1.1512328452452687,0.9999880328516583,0.9988714745934306,-128606.78532471918,0,484677.38824641646,-4.211190169886884,0,,0.19767467016670626,1.8500415327169268e-07,0.14666646020363477,0.0006153572940027046,9.93621122702901,0.011555062453632666,0,0.0,0.0
longgap_medium_p4,always_open,0.05,0.7,1.45,0.25,0.28,0.3,4.0,-0.007142857142857145,0.789649194859658,0.9999395894093617,0.9936379383412923,-292346.58032068505,0,33346.70608369069,-4.210896870009332,0,,0.22089141386297445,1.2943825306064773e-07,0.14666646962593868,2.3195576576343096e-07,11.103209806629819,0.007976630670576197,0,0.0,0.0
longgap_medium_p4,always_open,0.05,0.7,1.45,0.25,0.28,0.3,4.0,0.2357142857142857,0.2816720453020051,0.9996951049798234,0.9649846794949563,-354584.13366734266,0,-311530.735943127,-4.2094169554604575,0,,0.2039647976175867,4.4134595489658396e-08,0.1466665173026747,6.571989129369003e-05,10.252388964021565,0.002207554555333108,0,0.0,0.0
longgap_medium_p4,always_open,0.05,0.7,1.45,0.25,0.28,0.3,4.0,0.47857142857142854,0.09980503199005114,0.998462702012305,0.8294356172021027,-2.410563167373865,0,-4.201964864323656,-4.201964864323656,0,-2.410563167373865,0.175590864234492,0.024312807381091234,0.1466683328412296,0.024312807381091244,8.826159463148048,8.405643828147456,0,0.1466683328412476,0.024312807381091248
longgap_medium_p4,always_open,0.05,0.7,1.45,0.25,0.28,0.3,4.0,0.7214285714285714,0.0679949840652062,0.9922872884870879,0.46180922507129263,-0.7041768555182348,0,-1.0000027621067034,-4.1648217008136275,0,-3.338616080128936,0.14742133473670715,0.009334714702781598,0.14666826563735144,0.009334714702781603,7.4101945111435175,3.2175864685972724,0,0.1466682656373695,0.009334714702781605
longgap_medium_p4,always_open,0.05,0.7,1.45,0.25,0.28,0.3,4.0,0.9642857142857142,0.0632951200088771,0.9622429676484341,0.13150064322195543,-0.743658841505163,0,-1.000000000010552,-3.9887458911539726,0,-3.294656846845518,0.11695527028784751,0.0021788989093658446,0.14667377328846576,0.002178898909365846,5.87881363337578,0.7394644115367647,0,0.14667377328848374,0.002178898909365846
longgap_medium_p4,always_open,0.05,0.7,1.45,0.25,0.28,0.3,4.0,1.207142857142857,0.06262496480458492,0.8346637429538543,0.02602193416543308,-0.7490580416060779,0,-1.0,-3.320277094690912,0,-2.7248362459577278,0.09294856760677239,7.998866446721727e-06,0.14669660520339414,5.23083189518602e-05,4.672104594482086,0.0016658137722157336,0,0.14669660520339414,5.230831895186022e-05
longgap_medium_p4,always_open,0.05,0.7,1.45,0.25,0.28,0.3,4.0,1.45,0.06254047943864369,0.5,0.00469223560226234,-0.7497483434543982,0,-1.0,-2.0521361133950125,0,,0.07391430248129355,1.0318766545953298e-11,0.14669745963145137,0.00014106552277558753,3.7153380747271303,2.0906815564190135e-09,0,0.0,0.0
earlycatch_medium_p3,always_open,0.05,0.7,1.25,0.25,0.28,0.3,3.0,-0.25,1.1512328452452687,0.9999546021312975,0.9988714745934306,-130359.20890753661,0,484574.7205459446,-4.2109877620569245,0,,0.19767466979044546,1.8505927808174764e-07,0.14666646703804534,0.0009332578744742631,9.936211228516747,0.011535218744564587,0,0.0,0.0
earlycatch_medium_p3,always_open,0.05,0.7,1.25,0.25,0.28,0.3,3.0,-0.007142857142857145,0.789649194859658,0.9997708609529357,0.9936379383412923,-291676.6753956323,0,33512.26263055019,-4.209875466329787,0,,0.2208914141428727,1.2967880574440372e-07,0.14666650252990718,8.798348828731872e-07,11.103209815399547,0.00799206994058208,0,0.0,0.0
earlycatch_medium_p3,always_open,0.05,0.7,1.25,0.25,0.28,0.3,3.0,0.2357142857142857,0.2816720453020051,0.9988443139357006,0.9649846794949563,-350751.9437472601,0,-308015.8239319005,-4.20427099533137,0,,0.20396479855424537,4.463154711298819e-08,0.14666668317935552,0.00010033172324166609,10.252389003654674,0.0022072670738279834,0,0.0,0.0
earlycatch_medium_p3,always_open,0.05,0.7,1.25,0.25,0.28,0.3,3.0,0.47857142857142854,0.09980503199005114,0.9941929415536207,0.8294356172021027,-2.3955390390230265,0,-4.176247060574736,-4.176247060574736,0,-2.3955390390230265,0.17559085942906746,0.03612269452378034,0.14668850029204902,0.036122694523780356,8.826159221018834,12.501019447603193,0,0.1466885002920674,0.03612269452378036
earlycatch_medium_p3,always_open,0.05,0.7,1.25,0.25,0.28,0.3,3.0,0.7214285714285714,0.0679949840652062,0.9713576829277691,0.46180922507129263,-0.704176809666216,0,-1.0000027038474848,-4.041361252083755,0,-3.2338010339473673,0.1474262463303847,0.013005918448764133,0.14667583355139044,0.01300591844876414,7.4103263602886615,4.452994913873099,0,0.14667583355140867,0.013005918448764142
earlycatch_medium_p3,always_open,0.05,0.7,1.25,0.25,0.28,0.3,3.0,0.9642857142857142,0.0632951200088771,0.8704295306002942,0.13150064322195543,-0.7436586330986755,0,-1.0000000000095453,-3.4954808351690505,0,-2.864523152342104,0.11686586226343244,0.002346162557772955,0.14669078766596005,0.002346162557772956,5.874320625774324,0.7623888559669567,0,0.14669078766597696,0.002346162557772956
earlycatch_medium_p3,always_open,0.05,0.7,1.25,0.25,0.28,0.3,3.0,1.207142857142857,0.06262496480458492,0.5709465968834664,0.02602193416543308,-0.7490574401438665,0,-1.0,-2.272511516197321,0,-1.8193101429324727,0.09295995056292332,1.4475320293293123e-05,0.14671259999772332,0.00012714085214856225,4.672676764264804,0.002991318460850159,0,0.14671259999772332,0.00012714085214856228
earlycatch_medium_p3,always_open,0.05,0.7,1.25,0.25,0.28,0.3,3.0,1.45,0.06254047943864369,0.208608527326045,0.00469223560226234,-0.7497483301426191,0,-1.0,-1.3497636739084864,0,,0.07391430250659145,6.813814584540165e-12,0.1463007553648757,0.00021834581194017986,3.7153380759987416,1.3805444995831728e-09,0,0.0,0.0
longgap_medium_p3,always_open,0.05,0.7,1.45,0.25,0.28,0.3,3.0,-0.25,1.1512328452452687,0.9999880328516583,0.9988714745934306,-130439.69852756744,0,484680.8303341267,-4.211190169886437,0,,0.19767466985887322,1.8500422701304066e-07,0.1466664605184665,0.0009335635779673136,9.93621122702901,0.011534769247700714,0,0.0,0.0
longgap_medium_p3,always_open,0.05,0.7,1.45,0.25,0.28,0.3,3.0,-0.007142857142857145,0.789649194859658,0.9999395894093617,0.9936379383412923,-292347.7235341561,0,33346.94656404463,-4.210896870009332,0,,0.2208914138623651,1.294382976383165e-07,0.14666646962593868,2.3195913719505288e-07,11.103209806629819,0.007976630018891671,0,0.0,0.0
longgap_medium_p3,always_open,0.05,0.7,1.45,0.25,0.28,0.3,3.0,0.2357142857142857,0.2816720453020051,0.9996951049798234,0.9649846794949563,-354592.2087002052,0,-311530.5441640951,-4.209416955460452,0,,0.20396479761359892,4.413461304900525e-08,0.14666651730586766,9.948580151956921e-05,10.252388964021565,0.0022075550318218194,0,0.0,0.0
longgap_medium_p3,always_open,0.05,0.7,1.45,0.25,0.28,0.3,3.0,0.47857142857142854,0.09980503199005114,0.998462702012305,0.8294356172021027,-2.413368362501111,0,-4.201963486991397,-4.201963486991397,0,-2.413368362501111,0.17559086423449524,0.03671128203166869,0.14668799136745725,0.0367112820316687,8.826159463148048,12.73282369862435,0,0.14668799136747526,0.0367112820316687
longgap_medium_p3,always_open,0.05,0.7,1.45,0.25,0.28,0.3,3.0,0.7214285714285714,0.0679949840652062,0.9922872884870879,0.46180922507129263,-0.7041768555182348,0,-1.0000027621067034,-4.164821351235103,0,-3.3395759394688804,0.14742381638168248,0.014074473178861327,0.14667208355248237,0.014074473178861333,7.4101945111435175,4.8713515466237345,0,0.1466720835525005,0.014074473178861333
longgap_medium_p3,always_open,0.05,0.7,1.45,0.25,0.28,0.3,3.0,0.9642857142857142,0.0632951200088771,0.9622429676484341,0.13150064322195543,-0.743658841505163,0,-1.000000000010552,-3.988745867484542,0,-3.2948858191828054,0.11695526505135898,0.0032793026737719974,0.14667400979347409,0.0032793026737719983,5.87881363337578,1.117559082755391,0,0.14667400979349204,0.0032793026737719983
longgap_medium_p3,always_open,0.05,0.7,1.45,0.25,0.28,0.3,3.0,1.207142857142857,0.06262496480458492,0.8346637429538543,0.02602193416543308,-0.7490580416060779,0,-1.0,-3.3202770946860554,0,-2.7248392840349034,0.09294856760677239,8.010012846196855e-06,0.14669660526033287,5.250679174145288e-05,4.672104594482086,0.0016684243159575196,0,0.14669660526033287,5.2506791741452885e-05
longgap_medium_p3,always_open,0.05,0.7,1.45,0.25,0.28,0.3,3.0,1.45,0.06254047943864369,0.5,0.00469223560226234,-0.7497483434543982,0,-1.0,-2.0521361133950125,0,,0.07391430248129355,1.0318766545952828e-11,0.1466974596314514,0.00014106552277351564,3.7153380747271303,2.090681556419018e-09,0,0.0,0.0
earlycatch_medium_p2,always_open,0.05,0.7,1.25,0.25,0.28,0.3,2.0,-0.25,1.1512328452452687,0.9999546021312975,0.9988714745934306,-132191.79700859988,0,484578.16158799623,-4.210987762013261,0,,0.19767466948223236,1.8505935185025413e-07,0.1466664712865836,0.0014151033219804963,9.936211228516747,0.011514043749430224,0,0.0,0.0
earlycatch_medium_p2,always_open,0.05,0.7,1.25,0.25,0.28,0.3,2.0,-0.007142857142857145,0.789649194859658,0.9997708609529357,0.9936379383412923,-291677.816830957,0,33512.50273762387,-4.209875466329787,0,,0.2208914141422619,1.2967885040491726e-07,0.14666650252990718,8.798399935257896e-07,11.103209815399547,0.007992069287852305,0,0.0,0.0
earlycatch_medium_p2,always_open,0.05,0.7,1.25,0.25,0.28,0.3,2.0,0.2357142857142857,0.2816720453020051,0.9988443139357006,0.9649846794949563,-350759.9349229076,0,-308015.63364901225,-4.204270995330975,0,,0.2039647985502167,4.463156483747807e-08,0.14666668322258342,0.00015131315622137222,10.252389003654674,0.00220726755291708,0,0.0,0.0
earlycatch_medium_p2,always_open,0.05,0.7,1.25,0.25,0.28,0.3,2.0,0.47857142857142854,0.09980503199005114,0.9941929415536207,0.8294356172021027,-2.420294479397502,0,-4.176138480979015,-4.176138480979015,0,-2.420294479397502,0.1755908594290709,0.05325945681967768,0.14694726026459576,0.05325945681967771,8.826159221018834,18.78848784801308,0,0.14694726026461413,0.05325945681967771
earlycatch_medium_p2,always_open,0.05,0.7,1.25,0.25,0.28,0.3,2.0,0.7214285714285714,0.0679949840652062,0.9713576829277691,0.46180922507129263,-0.7041768096662231,0,-1.0000027038474848,-4.041334164805316,0,-3.2421352108952695,0.14745693046160105,0.01901216229875145,0.14672303990683436,0.019012162298751457,7.4103263602886615,6.673058166464648,0,0.14672303990685256,0.019012162298751457
earlycatch_medium_p2,always_open,0.05,0.7,1.25,0.25,0.28,0.3,2.0,0.9642857142857142,0.0632951200088771,0.8704295306002942,0.13150064322195543,-0.7436586330986787,0,-1.0000000000095453,-3.4954791308732047,0,-2.8663744278003347,0.11686584742201298,0.0034100015120168904,0.14669307032491108,0.0034100015120168926,5.874320625774324,1.1359921023042805,0,0.14669307032492798,0.0034100015120168926
earlycatch_medium_p2,always_open,0.05,0.7,1.25,0.25,0.28,0.3,2.0,1.207142857142857,0.06262496480458492,0.5709465968834664,0.02602193416543308,-0.7490574401438672,0,-1.0,-2.2725115159046303,0,-1.8193307190077808,0.09295995056292312,1.45423493234875e-05,0.14671260128725777,0.0001267880159094273,4.672676764264804,0.0030093335508546543,0,0.14671260128725777,0.0001267122898371084
earlycatch_medium_p2,always_open,0.05,0.7,1.25,0.25,0.28,0.3,2.0,1.45,0.06254047943864369,0.208608527326045,0.00469223560226234,-0.7497483301426191,0,-1.0,-1.3497636739084864,0,,0.07391430250659145,6.813814583977679e-12,0.14630075536487583,0.00021834581194532957,3.7153380759987416,1.3805445202420853e-09,0,0.0,0.0
longgap_medium_p2,always_open,0.05,0.7,1.45,0.25,0.28,0.3,2.0,-0.25,1.1512328452452687,0.9999880328516583,0.9988714745934306,-132272.84844673495,0,484684.2724358648,-4.211190169842771,0,,0.19767466955080024,1.8500430075441922e-07,0.14666646476805417,0.0014154702254030806,9.93621122702901,0.011513598847639446,0,0.0,0.0
longgap_medium_p2,always_open,0.05,0.7,1.45,0.25,0.28,0.3,2.0,-0.007142857142857145,0.789649194859658,0.9999395894093617,0.9936379383412923,-292348.8667446929,0,33347.18704454583,-4.210896870009332,0,,0.22089141386175576,1.2943834221600062e-07,0.14666646962593868,2.3196425112470454e-07,11.103209806629819,0.00797662936686603,0,0.0,0.0
longgap_medium_p2,always_open,0.05,0.7,1.45,0.25,0.28,0.3,2.0,0.2357142857142857,0.2816720453020051,0.9996951049798234,0.9649846794949563,-354600.2627033056,0,-311530.3523842815,-4.209416955460057,0,,0.2039647976096106,4.413463060835947e-08,0.1466665173489075,0.0001506322813614061,10.252388964021565,0.0022075555083105806,0,0.0,0.0
longgap_medium_p2,always_open,0.05,0.7,1.45,0.25,0.28,0.3,2.0,0.47857142857142854,0.09980503199005114,0.998462702012305,0.8294356172021027,-2.438233449546551,0,-4.20185442647548,-4.20185442647548,0,-2.438233449546551,0.17559086423449852,0.05412816729798055,0.14695074705234146,0.05412816729798058,8.826159463148048,19.137243298934706,0,0.1469507470523591,0.05412816729798058
longgap_medium_p2,always_open,0.05,0.7,1.45,0.25,0.28,0.3,2.0,0.7214285714285714,0.0679949840652062,0.9922872884870879,0.46180922507129263,-0.704176855518242,0,-1.0000027621067034,-4.16479367075785,0,-3.3480926310203483,0.14745688839560042,0.020577470488718455,0.14672296357367892,0.020577470488718465,7.4101945111435175,7.301308632742143,0,0.14672296357369694,0.020577470488718465
longgap_medium_p2,always_open,0.05,0.7,1.45,0.25,0.28,0.3,2.0,0.9642857142857142,0.0632951200088771,0.9622429676484341,0.13150064322195543,-0.7436588415051661,0,-1.000000000010552,-3.988743993281517,0,-3.296921654729038,0.11695525814855186,0.004786672531863254,0.14667715761538735,0.004786672531863256,5.87881363337578,1.6728375683192083,0,0.1466771576154053,0.004786672531863256
longgap_medium_p2,always_open,0.05,0.7,1.45,0.25,0.28,0.3,2.0,1.207142857142857,0.06262496480458492,0.8346637429538543,0.02602193416543308,-0.7490580416060786,0,-1.0,-3.3202770943015043,0,-2.7248663178745076,0.09294856760677228,8.106688610411185e-06,0.14669660576660074,5.155185618046621e-05,4.672104594482086,0.0016914364925300798,0,0.14669660576660074,5.128690436827413e-05
longgap_medium_p2,always_open,0.05,0.7,1.45,0.25,0.28,0.3,2.0,1.45,0.06254047943864369,0.5,0.00469223560226234,-0.7497483434543982,0,-1.0,-2.0521361133950125,0,,0.07391430248129355,1.0318766545390887e-11,0.1466974596314515,0.00014106552277351564,3.7153380747271303,2.0906815770779424e-09,0,0.0,0.0
earlycatch_smooth_p4,always_open,0.05,0.7,1.25,0.35,0.38,0.42,4.0,-0.25,1.0687776025823257,0.9992101340582635,0.9933071490757152,-153779.03226547933,0,358359.4965568532,-4.206482865672674,0,,0.19767466530167793,1.7206380260354776e-07,0.14666661188272676,0.0005635536800128986,9.936211261766044,0.010689845780768441,0,0.0,0.0
earlycatch_smooth_p4,always_open,0.05,0.7,1.25,0.35,0.38,0.42,4.0,-0.007142857142857145,0.7523365420812039,0.9974935907139838,0.9763810716060612,-285827.7153517344,0,-11799.779824644618,-4.196114143216887,0,,0.22089140892035616,1.2448560565790824e-07,0.14666694639586556,6.55285969296733e-06,11.103209935104813,0.007653033254064502,0,0.0,0.0
earlycatch_smooth_p4,always_open,0.05,0.7,1.25,0.35,0.38,0.42,4.0,0.2357142857142857,0.3677772942336529,0.9920762231323983,0.9200928330399314,-319692.9269425412,0,-257291.93170008285,-4.163558032512249,0,,0.20396480650738108,6.047147087769889e-08,0.14666800054370294,8.911850905200535e-05,10.252389330246706,0.00278015353798749,0,0.0,0.0
earlycatch_smooth_p4,always_open,0.05,0.7,1.25,0.35,0.38,0.42,4.0,0.47857142857142854,0.1569226603080333,0.9752403680213274,0.7623149901002064,0.2594364506422817,174,-4.063985062810976,-4.063985062810976,0,0.2594364506422817,0.1755908367415054,0.03217921918818969,0.14667428618143544,0.032179219188189695,8.826158023507247,10.99238444852791,174,0.14667428618145364,0.0321792191881897
earlycatch_smooth_p4,always_open,0.05,0.7,1.25,0.35,0.38,0.42,4.0,0.7214285714285714,0.08756868728383913,0.9253254933399453,0.47183435998799994,-0.5093432338888111,0,-1.0000025757132427,-3.7825496997361685,0,-2.5039627822424384,0.14742966983404604,0.00954445259986001,0.14668113551090578,0.009544452599860014,7.410609851878754,3.1778210503205178,0,0.1466811355109238,0.009544452599860016
earlycatch_smooth_p4,always_open,0.05,0.7,1.25,0.35,0.38,0.42,4.0,0.9642857142857142,0.06886345798947782,0.7958481331126811,0.19925175939097495,-0.6965712248809908,0,-1.0000000000087272,-3.140055932564969,0,-2.448470513002496,0.11678682588938354,0.0019486874537123988,0.14670260556568696,0.0019486874537123994,5.870350631337518,0.6067658898425715,0,0.14670260556570502,0.0019486874537123996
earlycatch_smooth_p4,always_open,0.05,0.7,1.25,0.35,0.38,0.42,4.0,1.207142857142857,0.06410556616991342,0.5508440621842428,0.06481708395901531,-0.7370513078152678,0,-1.0,-2.207769972481098,0,-1.7426627476856196,0.09296082568831845,1.0701111654456505e-05,0.14670971414148504,9.664337517740889e-05,4.672720752865001,0.002209825376569229,0,0.14670971414148504,9.66433751774089e-05
earlycatch_smooth_p4,always_open,0.05,0.7,1.25,0.35,0.38,0.42,4.0,1.45,0.06292261795494691,0.27840624539964376,0.01893979766887194,-0.7466807850206827,0,-1.0,-1.4922455461306279,0,,0.07391430250053183,5.958473559759348e-12,0.14648055389705303,0.00011510659206320486,3.7153380756941514,1.207244166728174e-09,0,0.0,0.0
