B0,N0,r_amp,omega,access_rho_log10_L0max,access_nec_log10_L0max,access_quiet_open_fraction,access_rho_min,access_nec_min,access_tidal_max_abs,access_accel_max_abs,max_B,max_N,failure_mode
1.2,2.0,0.0,0.0,-0.1056468882474825,-0.38229124960830746,1.0,-0.015451310058067767,-0.05524004583106731,0.0191791329572774,0.1013102265799592,1.2,2.0,rho-QI-static-obstruction-preserved
1.2,2.0,0.025,0.0,-0.1056468882474825,-0.38229124960830746,1.0,-0.015451310058067767,-0.05524004583106731,0.0191791329572774,0.1013102265799592,1.2,2.0,rho-QI-static-obstruction-preserved
1.2,2.0,0.025,16.0,-0.14093846601059276,-0.39490705032101514,0.0,-0.2172114737804714,-0.36268067132359394,1.6367775373890134,0.1013102265799592,1.2,2.0,quiet-window-lost
1.2,2.0,0.05,0.0,-0.1056468882474825,-0.38229124960830746,1.0,-0.015451310058067767,-0.05524004583106731,0.0191791329572774,0.1013102265799592,1.2,2.0,rho-QI-static-obstruction-preserved
1.2,2.0,0.05,16.0,-0.2190101481843316,-0.43905722623450444,0.0,-0.43046905485783293,-0.6870216347065378,3.359700372884272,0.1013102265799592,1.2,2.0,quiet-window-lost
1.2,3.0,0.0,0.0,-0.10564688824748245,-0.38229124960830746,1.0,-0.015451310058067774,-0.05524004583105304,0.030389468506244067,0.16052675306297456,1.2,3.0000000000000004,rho-QI-static-obstruction-preserved
1.2,3.0,0.025,0.0,-0.10564688824748245,-0.38229124960830746,1.0,-0.015451310058067774,-0.05524004583105304,0.030389468506244067,0.16052675306297456,1.2,3.0000000000000004,rho-QI-static-obstruction-preserved
1.2,3.0,0.025,16.0,-0.1444770622677886,-0.39120429625671643,1.0,-0.2172114861845174,-0.3033915220275528,0.7274566832840057,0.16052675306297456,1.2,3.0000000000000004,rho-QI-static-obstruction-preserved
1.2,3.0,0.05,0.0,-0.10564688824748245,-0.38229124960830746,1.0,-0.015451310058067774,-0.05524004583105304,0.030389468506244067,0.16052675306297456,1.2,3.0000000000000004,rho-QI-static-obstruction-preserved
1.2,3.0,0.05,16.0,-0.22875868664837604,-0.4281250228198635,0.0,-0.430469106643061,-0.5655577595444703,1.4932001657263427,0.16052675306297456,1.2,3.0000000000000004,lapse-radial-gradient-burden
1.4142135623730951,1.0,0.0,0.0,inf,-0.31095749782394166,1.0,1.5902774623888584e-05,-0.03977283299845275,2.1449290420071274e-11,0.0,1.4142135623730951,1.0,rho-helped-but-NEC-debt-remains
1.4142135623730951,1.0,0.025,0.0,inf,-0.31095749782394166,1.0,1.5902774623888584e-05,-0.03977283299845275,2.1449290420071274e-11,0.0,1.4142135623730951,1.0,rho-helped-but-NEC-debt-remains
1.4142135623730951,1.0,0.025,16.0,0.5579779202918849,-0.36999767895805274,0.0,-0.14552195253616027,-0.6223959594831698,6.547110149556054,0.0,1.4142135623730951,1.0,quiet-window-lost
1.4142135623730951,1.0,0.05,0.0,inf,-0.31095749782394166,1.0,1.5902774623888584e-05,-0.03977283299845275,2.1449290420071274e-11,0.0,1.4142135623730951,1.0,rho-helped-but-NEC-debt-remains
1.4142135623730951,1.0,0.05,16.0,0.4392266462018303,-0.4561830000887711,0.0,-0.29876930106411415,-1.2354028718898198,13.438801491537088,0.0,1.4142135623730951,1.0,quiet-window-lost
1.4142135623730951,2.0,0.0,0.0,inf,-0.31095749782394166,1.0,1.5902774623888584e-05,-0.03977283299837564,0.01384022113154068,0.08606177841304881,1.4142135623730951,2.0,rho-helped-but-NEC-debt-remains
1.4142135623730951,2.0,0.025,0.0,inf,-0.31095749782394166,1.0,1.5902774623888584e-05,-0.03977283299837564,0.01384022113154068,0.08606177841304881,1.4142135623730951,2.0,rho-helped-but-NEC-debt-remains
1.4142135623730951,2.0,0.025,16.0,0.30463890348261286,-0.3275544310150746,0.04738154613466334,-0.14552201933271017,-0.2916322586019326,1.6367775373890134,0.08606177841304881,1.4142135623730951,2.0,quiet-window-lost
1.4142135623730951,2.0,0.05,0.0,inf,-0.31095749782394166,1.0,1.5902774623888584e-05,-0.03977283299837564,0.01384022113154068,0.08606177841304881,1.4142135623730951,2.0,rho-helped-but-NEC-debt-remains
1.4142135623730951,2.0,0.05,16.0,0.05051382634701874,-0.37625997080252876,0.0,-0.2987695799307474,-0.5568557381996404,3.359700372884272,0.08606177841304881,1.4142135623730951,2.0,quiet-window-lost
1.4142135623730951,3.0,0.0,0.0,inf,-0.31095749782394166,1.0,1.590277462388367e-05,-0.039772832998361374,0.02192992587953189,0.1363654817272395,1.4142135623730951,3.0000000000000004,rho-helped-but-NEC-debt-remains
1.4142135623730951,3.0,0.025,0.0,inf,-0.31095749782394166,1.0,1.590277462388367e-05,-0.039772832998361374,0.02192992587953189,0.1363654817272395,1.4142135623730951,3.0000000000000004,rho-helped-but-NEC-debt-remains
1.4142135623730951,3.0,0.025,16.0,0.2785090309735301,-0.3220356158685868,1.0,-0.1455220317367562,-0.23219007624150229,0.7274566832840057,0.1363654817272395,1.4142135623730951,3.0000000000000004,rho-helped-but-NEC-debt-remains
1.4142135623730951,3.0,0.05,0.0,inf,-0.31095749782394166,1.0,1.590277462388367e-05,-0.039772832998361374,0.02192992587953189,0.1363654817272395,1.4142135623730951,3.0000000000000004,rho-helped-but-NEC-debt-remains
1.4142135623730951,3.0,0.05,16.0,0.018498093696370326,-0.3611435963584477,0.0,-0.29876963171597526,-0.43516899187707236,1.4932001657263427,0.1363654817272395,1.4142135623730951,3.0000000000000004,lapse-radial-gradient-burden
1.6,1.0,0.0,0.0,inf,-0.2573525130000075,1.0,0.008268084490939027,-0.031072525780063705,2.1449290420071274e-11,0.0,1.6,1.0,rho-helped-but-NEC-debt-remains
1.6,1.0,0.025,0.0,inf,-0.2573525130000075,1.0,0.008268084490939027,-0.031072525780063705,2.1449290420071274e-11,0.0,1.6,1.0,rho-helped-but-NEC-debt-remains
1.6,1.0,0.025,16.0,1.8673356805589658,-0.3303786991797779,0.0,-0.10513847589126313,-0.5904499882926733,6.547110149556054,0.0,1.6,1.0,quiet-window-lost
1.6,1.0,0.05,0.0,inf,-0.2573525130000075,1.0,0.008268084490939027,-0.031072525780063705,2.1449290420071274e-11,0.0,1.6,1.0,rho-helped-but-NEC-debt-remains
1.6,1.0,0.05,16.0,1.6754985066366381,-0.43032096416514304,0.0,-0.2245933049326015,-1.1785249075706727,13.438801491537088,0.0,1.6,1.0,quiet-window-lost
1.6,2.0,0.0,0.0,inf,-0.2573525130000075,1.0,0.008268084490939027,-0.0310725257799866,0.010831052771908364,0.07613320935459564,1.6,2.0,rho-helped-but-NEC-debt-remains
1.6,2.0,0.025,0.0,inf,-0.2573525130000075,1.0,0.008268084490939027,-0.0310725257799866,0.010831052771908364,0.07613320935459564,1.6,2.0,rho-helped-but-NEC-debt-remains
1.6,2.0,0.025,16.0,1.8488829860603089,-0.27812700541990765,0.19201995012468828,-0.10513854268781302,-0.2516096108217705,1.6367775373890134,0.07613320935459564,1.6,2.0,quiet-window-lost
1.6,2.0,0.05,0.0,inf,-0.2573525130000075,1.0,0.008268084490939027,-0.0310725257799866,0.010831052771908364,0.07613320935459564,1.6,2.0,rho-helped-but-NEC-debt-remains
1.6,2.0,0.05,16.0,1.4727544413016935,-0.3307433174959537,0.0,-0.22459358379923472,-0.48354296100974853,3.359700372884272,0.07613320935459564,1.6,2.0,quiet-window-lost
1.6,3.0,0.0,0.0,inf,-0.2573525130000075,1.0,0.008268084490939033,-0.03107252577997232,0.01716187785024076,0.1206335955463603,1.6,3.0000000000000004,rho-helped-but-NEC-debt-remains
1.6,3.0,0.025,0.0,inf,-0.2573525130000075,1.0,0.008268084490939033,-0.03107252577997232,0.01716187785024076,0.1206335955463603,1.6,3.0000000000000004,rho-helped-but-NEC-debt-remains
1.6,3.0,0.025,16.0,1.8456224986047878,-0.270418563763269,1.0,-0.10513855509185907,-0.19208128937765462,0.7274566832840057,0.1206335955463603,1.6,3.0000000000000004,rho-helped-but-NEC-debt-remains
1.6,3.0,0.05,0.0,inf,-0.2573525130000075,1.0,0.008268084490939033,-0.03107252577997232,0.01716187785024076,0.1206335955463603,1.6,3.0000000000000004,rho-helped-but-NEC-debt-remains
1.6,3.0,0.05,16.0,1.4371676109904823,-0.3116684995819275,0.012468827930174564,-0.2245936355844627,-0.36173076521244074,1.4932001657263427,0.1206335955463603,1.6,3.0000000000000004,lapse-radial-gradient-burden
2.0,1.0,0.0,0.0,inf,-0.16044249999195118,1.0,0.01859955411080863,-0.01988641649927778,2.1449290420071274e-11,0.0,2.0,1.0,rho-helped-but-NEC-debt-remains
2.0,1.0,0.025,0.0,inf,-0.16044249999195118,1.0,0.01859955411080863,-0.01988641649927778,2.1449290420071274e-11,0.0,2.0,1.0,rho-helped-but-NEC-debt-remains
2.0,1.0,0.025,16.0,2.507096854501301,-0.26577244435745645,0.0,-0.05313083067814412,-0.5511503532936031,6.547110149556054,0.0,2.0,1.0,quiet-window-lost
2.0,1.0,0.05,0.0,inf,-0.16044249999195118,1.0,0.01859955411080863,-0.01988641649927778,2.1449290420071274e-11,0.0,2.0,1.0,rho-helped-but-NEC-debt-remains
2.0,1.0,0.05,16.0,1.9856297672119478,-0.3917824899733961,0.0,-0.12908358003453724,-1.1101593540602688,13.438801491537088,0.0,2.0,1.0,quiet-window-lost
2.0,2.0,0.0,0.0,inf,-0.16044249999195118,1.0,0.018599554110808627,-0.01988641649920068,0.006953190717618126,0.061000145730770394,2.0,2.0,rho-helped-but-NEC-debt-remains
2.0,2.0,0.025,0.0,inf,-0.16044249999195118,1.0,0.018599554110808627,-0.01988641649920068,0.006953190717618126,0.061000145730770394,2.0,2.0,rho-helped-but-NEC-debt-remains
2.0,2.0,0.025,16.0,2.488884460949516,-0.19202019720603253,0.4239401496259352,-0.053130897474694,-0.20006624761478636,1.6367775373890134,0.061000145730770394,2.0,2.0,mixed-transition
2.0,2.0,0.05,0.0,inf,-0.16044249999195118,1.0,0.018599554110808627,-0.01988641649920068,0.006953190717618126,0.061000145730770394,2.0,2.0,rho-helped-but-NEC-debt-remains
2.0,2.0,0.05,16.0,1.8814684075273236,-0.25308089170922343,0.0,-0.12908385890117055,-0.38914394831106347,3.359700372884272,0.061000145730770394,2.0,2.0,quiet-window-lost
2.0,3.0,0.0,0.0,inf,-0.1604424999919511,1.0,0.01859955411080863,-0.019886416499186398,0.011017378667722209,0.09665515181530437,2.0,3.0000000000000004,rho-helped-but-NEC-debt-remains
2.0,3.0,0.025,0.0,inf,-0.1604424999919511,1.0,0.01859955411080863,-0.019886416499186398,0.011017378667722209,0.09665515181530437,2.0,3.0000000000000004,rho-helped-but-NEC-debt-remains
2.0,3.0,0.025,16.0,2.4856643770121565,-0.17818609750481626,1.0,-0.05313090987874007,-0.14042709017474886,0.7274566832840057,0.09665515181530437,2.0,3.0000000000000004,rho-helped-but-NEC-debt-remains
2.0,3.0,0.05,0.0,inf,-0.1604424999919511,1.0,0.01859955411080863,-0.019886416499186398,0.011017378667722209,0.09665515181530437,2.0,3.0000000000000004,rho-helped-but-NEC-debt-remains
2.0,3.0,0.05,16.0,1.866623388416059,-0.2247288118323055,0.17206982543640897,-0.1290839106863986,-0.26717033545571756,1.4932001657263427,0.09665515181530437,2.0,3.0000000000000004,lapse-radial-gradient-burden
3.0,1.0,0.0,0.0,inf,0.015648759063730172,1.0,0.028975580518410846,-0.00883840733306946,2.1449290420071274e-11,0.0,3.0000000000000004,1.0,rho-helped-but-NEC-debt-remains
3.0,1.0,0.025,0.0,inf,0.015648759063730172,1.0,0.028975580518410846,-0.00883840733306946,2.1449290420071274e-11,0.0,3.0000000000000004,1.0,rho-helped-but-NEC-debt-remains
3.0,1.0,0.025,16.0,inf,-0.17480582400019043,0.0,-0.0016151736204268923,-0.5300676242363579,6.547110149556054,0.0,3.0000000000000004,1.0,quiet-window-lost
3.0,1.0,0.05,0.0,inf,0.015648759063730172,1.0,0.028975580518410846,-0.00883840733306946,2.1449290420071274e-11,0.0,3.0000000000000004,1.0,rho-helped-but-NEC-debt-remains
3.0,1.0,0.05,16.0,3.308550044808522,-0.34554133605802323,0.0,-0.034507749976395136,-1.0787296750137108,13.438801491537088,0.0,3.0000000000000004,1.0,quiet-window-lost
3.0,2.0,0.0,0.0,inf,0.015648759063730172,1.0,0.02897558051841085,-0.008838407332992355,0.0031075967962358067,0.04078036740271234,3.0000000000000004,2.0,rho-helped-but-NEC-debt-remains
3.0,2.0,0.025,0.0,inf,0.015648759063730172,1.0,0.02897558051841085,-0.008838407332992355,0.0031075967962358067,0.04078036740271234,3.0000000000000004,2.0,rho-helped-but-NEC-debt-remains
3.0,2.0,0.025,16.0,inf,-0.04974672028207188,0.4239401496259352,-0.0016152404169767925,-0.15193632158603915,1.6367775373890134,0.04078036740271234,3.0000000000000004,2.0,mixed-transition
3.0,2.0,0.05,0.0,inf,0.015648759063730172,1.0,0.02897558051841085,-0.008838407332992355,0.0031075967962358067,0.04078036740271234,3.0000000000000004,2.0,rho-helped-but-NEC-debt-remains
3.0,2.0,0.05,16.0,3.265937701774402,-0.14240166838326768,0.0,-0.03450802884302834,-0.3023241387063631,3.359700372884272,0.04078036740271234,3.0000000000000004,2.0,quiet-window-lost
3.0,3.0,0.0,0.0,inf,0.015648759063730172,1.0,0.028975580518410843,-0.008838407332978075,0.004924008564448431,0.06461677353673546,3.0000000000000004,3.0000000000000004,rho-helped-but-NEC-debt-remains
3.0,3.0,0.025,0.0,inf,0.015648759063730172,1.0,0.028975580518410843,-0.008838407332978075,0.004924008564448431,0.06461677353673546,3.0000000000000004,3.0000000000000004,rho-helped-but-NEC-debt-remains
3.0,3.0,0.025,16.0,inf,-0.016303477254765126,1.0,-0.0016152528210228536,-0.08926099235911447,0.7274566832840057,0.06461677353673546,3.0000000000000004,3.0000000000000004,rho-helped-but-NEC-debt-remains
3.0,3.0,0.05,0.0,inf,0.015648759063730172,1.0,0.028975580518410843,-0.008838407332978075,0.004924008564448431,0.06461677353673546,3.0000000000000004,3.0000000000000004,rho-helped-but-NEC-debt-remains
3.0,3.0,0.05,16.0,3.0327795159496356,-0.07905362005104914,0.4912718204488778,-0.03450808062825633,-0.17353336134878508,1.4932001657263427,0.06461677353673546,3.0000000000000004,3.0000000000000004,lapse-radial-gradient-burden
5.0,1.0,0.0,0.0,inf,0.23749750868008637,1.0,0.03442117909876267,-0.0031818266399708042,2.1449290420071274e-11,0.0,4.999999999999999,1.0,rho-helped-but-NEC-debt-remains
5.0,1.0,0.025,0.0,inf,0.23749750868008637,1.0,0.03442117909876267,-0.0031818266399708042,2.1449290420071274e-11,0.0,4.999999999999999,1.0,rho-helped-but-NEC-debt-remains
5.0,1.0,0.025,16.0,inf,-0.10753528668298364,0.09725685785536159,0.024876200658353605,-0.5242659265711573,6.547110149556054,0.0,4.999999999999999,1.0,quiet-window-lost
5.0,1.0,0.05,0.0,inf,0.23749750868008637,1.0,0.03442117909876267,-0.0031818266399708042,2.1449290420071274e-11,0.0,4.999999999999999,1.0,rho-helped-but-NEC-debt-remains
5.0,1.0,0.05,16.0,inf,-0.31741018194835013,0.0,0.014103557622844123,-1.0727752227197722,13.438801491537088,0.0,4.999999999999999,1.0,quiet-window-lost
5.0,2.0,0.0,0.0,inf,0.23582458247908272,1.0,0.03442117909876267,-0.0032064344509231055,0.0011266261755450927,0.024554365719007293,4.999999999999999,2.0,rho-helped-but-NEC-debt-remains
5.0,2.0,0.025,0.0,inf,0.23582458247908272,1.0,0.03442117909876267,-0.0032064344509231055,0.0011266261755450927,0.024554365719007293,4.999999999999999,2.0,rho-helped-but-NEC-debt-remains
5.0,2.0,0.025,16.0,inf,0.08970418295358312,0.4239401496259352,0.024876133861803738,-0.1335140728452958,1.6367775373890134,0.024554365719007293,4.999999999999999,2.0,mixed-transition
5.0,2.0,0.05,0.0,inf,0.23582458247908272,1.0,0.03442117909876267,-0.0032064344509231055,0.0011266261755450927,0.024554365719007293,4.999999999999999,2.0,rho-helped-but-NEC-debt-remains
5.0,2.0,0.05,16.0,inf,-0.06193319647631795,0.19950124688279303,0.014103278756210964,-0.27070584024144834,3.359700372884272,0.024554365719007293,4.999999999999999,2.0,quiet-window-lost
5.0,3.0,0.0,0.0,inf,0.23230438834522624,1.0,0.03442117909876267,-0.0032588378688871364,0.001785146947140283,0.03890656190845762,4.999999999999999,3.0000000000000004,rho-helped-but-NEC-debt-remains
5.0,3.0,0.025,0.0,inf,0.23230438834522624,1.0,0.03442117909876267,-0.0032588378688871364,0.001785146947140283,0.03890656190845762,4.999999999999999,3.0000000000000004,rho-helped-but-NEC-debt-remains
5.0,3.0,0.025,16.0,inf,0.15926665236659449,1.0,0.024876121457757673,-0.06486295957499956,0.7274566832840057,0.03890656190845762,4.999999999999999,3.0000000000000004,rho-helped-but-NEC-debt-remains
5.0,3.0,0.05,0.0,inf,0.23230438834522624,1.0,0.03442117909876267,-0.0032588378688871364,0.001785146947140283,0.03890656190845762,4.999999999999999,3.0000000000000004,rho-helped-but-NEC-debt-remains
5.0,3.0,0.05,16.0,inf,0.05462999933074321,0.4912718204488778,0.014103226970982959,-0.12962941759454286,1.4932001657263427,0.03890656190845762,4.999999999999999,3.0000000000000004,lapse-radial-gradient-burden
8.0,1.0,0.0,0.0,inf,0.440512449250438,1.0,0.03633954929767527,-0.0012492421603118031,2.1449290420071274e-11,0.0,7.999999999999998,1.0,rho-helped-but-NEC-debt-remains
8.0,1.0,0.025,0.0,inf,0.440512449250438,1.0,0.03633954929767527,-0.0012492421603118031,2.1449290420071274e-11,0.0,7.999999999999998,1.0,rho-helped-but-NEC-debt-remains
8.0,1.0,0.025,16.0,inf,-0.07866946194748685,0.09725685785536159,0.03371321481498444,-0.5222772587191208,6.547110149556054,0.0,7.999999999999998,1.0,quiet-window-lost
8.0,1.0,0.05,0.0,inf,0.440512449250438,1.0,0.03633954929767527,-0.0012492421603118031,2.1449290420071274e-11,0.0,7.999999999999998,1.0,rho-helped-but-NEC-debt-remains
8.0,1.0,0.05,16.0,inf,-0.3068630604372408,0.04738154613466334,0.030565503914519947,-1.0707341946385491,13.438801491537088,0.0,7.999999999999998,1.0,quiet-window-lost
8.0,2.0,0.0,0.0,inf,0.43447031642722167,1.0,0.03633954929767527,-0.0012844905047215138,0.00044294376567608943,0.015396184176850486,7.999999999999998,2.0,rho-helped-but-NEC-debt-remains
8.0,2.0,0.025,0.0,inf,0.43447031642722167,1.0,0.03633954929767527,-0.0012844905047215138,0.00044294376567608943,0.015396184176850486,7.999999999999998,2.0,rho-helped-but-NEC-debt-remains
8.0,2.0,0.025,16.0,inf,0.16987667838525564,0.4239401496259352,0.033713170044953306,-0.13152540499325932,1.6367775373890134,0.015396184176850486,7.999999999999998,2.0,mixed-transition
8.0,2.0,0.05,0.0,inf,0.43447031642722167,1.0,0.03633954929767527,-0.0012844905047215138,0.00044294376567608943,0.015396184176850486,7.999999999999998,2.0,rho-helped-but-NEC-debt-remains
8.0,2.0,0.05,16.0,inf,-0.02568126109906596,0.19950124688279303,0.03056531846004675,-0.26866481216022525,3.359700372884272,0.015396184176850486,7.999999999999998,2.0,quiet-window-lost
8.0,3.0,0.0,0.0,inf,0.4310149679173154,1.0,0.03633954929767527,-0.0013050934053934551,0.0007018474512505859,0.024395360062873028,7.999999999999998,3.0000000000000004,rho-helped-but-NEC-debt-remains
8.0,3.0,0.025,0.0,inf,0.4310149679173154,1.0,0.03633954929767527,-0.0013050934053934551,0.0007018474512505859,0.024395360062873028,7.999999999999998,3.0000000000000004,rho-helped-but-NEC-debt-remains
8.0,3.0,0.025,16.0,inf,0.279543110121772,1.0,0.03371316171345798,-0.05916395059958122,0.7274566832840057,0.024395360062873028,7.999999999999998,3.0000000000000004,rho-helped-but-NEC-debt-remains
8.0,3.0,0.05,0.0,inf,0.4310149679173154,1.0,0.03633954929767527,-0.0013050934053934551,0.0007018474512505859,0.024395360062873028,7.999999999999998,3.0000000000000004,rho-helped-but-NEC-debt-remains
8.0,3.0,0.05,16.0,inf,0.1208962225960786,0.4912718204488778,0.030565283947828738,-0.12013344503460972,1.4932001657263427,0.024395360062873028,7.999999999999998,3.0000000000000004,lapse-radial-gradient-burden
12.0,1.0,0.0,0.0,inf,0.6118470007941341,0.0,0.037039490429262675,-0.0005675152416739354,2.1449290420071274e-11,0.0,12.0,1.0,quiet-window-lost
12.0,1.0,0.025,0.0,inf,0.6118470007941341,0.0,0.037039490429262675,-0.0005675152416739354,2.1449290420071274e-11,0.0,12.0,1.0,quiet-window-lost
12.0,1.0,0.025,16.0,inf,-0.06738694279132376,0.0,0.036618139528923316,-0.5215690436720993,6.547110149556054,0.0,12.0,1.0,quiet-window-lost
12.0,1.0,0.05,0.0,inf,0.6118470007941341,0.0,0.037039490429262675,-0.0005675152416739354,2.1449290420071274e-11,0.0,12.0,1.0,quiet-window-lost
12.0,1.0,0.05,16.0,inf,-0.30297973131986045,0.0,0.03536957018792837,-1.0700073327862618,13.438801491537088,0.0,12.0,1.0,quiet-window-lost
12.0,2.0,0.0,0.0,inf,0.6059013848144714,0.0,0.037039490429262675,-0.0005832688208781966,0.00019796532106447433,0.010292795858274088,12.0,2.0,quiet-window-lost
12.0,2.0,0.025,0.0,inf,0.6059013848144714,0.0,0.037039490429262675,-0.0005832688208781966,0.00019796532106447433,0.010292795858274088,12.0,2.0,quiet-window-lost
12.0,2.0,0.025,16.0,inf,0.20748938783477136,0.0,0.036618119239100445,-0.13081718994623776,1.6367775373890134,0.010292795858274088,12.0,2.0,quiet-window-lost
12.0,2.0,0.05,0.0,inf,0.6059013848144714,0.0,0.037039490429262675,-0.0005832688208781966,0.00019796532106447433,0.010292795858274088,12.0,2.0,quiet-window-lost
12.0,2.0,0.05,16.0,inf,-0.011155633190589504,0.0,0.03536923537687836,-0.2679379503079378,3.359700372884272,0.010292795858274088,12.0,2.0,quiet-window-lost
12.0,3.0,0.0,0.0,inf,0.6025000555269795,0.0,0.03703949042926268,-0.0005924768967724148,0.00031367741539657895,0.01630900605838362,12.0,3.0000000000000004,lapse-radial-gradient-burden
12.0,3.0,0.025,0.0,inf,0.6025000555269795,0.0,0.03703949042926268,-0.0005924768967724148,0.00031367741539657895,0.01630900605838362,12.0,3.0000000000000004,lapse-radial-gradient-burden
12.0,3.0,0.025,16.0,inf,0.3459679374409372,0.0,0.03661811545059371,-0.05845573555255968,0.7274566832840057,0.01630900605838362,12.0,3.0000000000000004,lapse-radial-gradient-burden
12.0,3.0,0.05,0.0,inf,0.6025000555269795,0.0,0.03703949042926268,-0.0005924768967724148,0.00031367741539657895,0.01630900605838362,12.0,3.0000000000000004,lapse-radial-gradient-burden
12.0,3.0,0.05,16.0,inf,0.1504099979566155,0.0,0.03536917337214491,-0.11940658318232228,1.4932001657263427,0.01630900605838362,12.0,3.0000000000000004,lapse-radial-gradient-burden
