X,r_mode,U,q,E,packet_max_norm,packet_fail_points,packet_max_gtt,edge_max_gtt,edge_fail_points,release_packet_max_norm,rho_H_packet_p95_abs,j_packet_p95_abs,rho_H_edge_p95_abs,j_edge_p95_abs,R3_packet_p95_abs,K_packet_p95_abs,label,scenario,V,lambda_factor
0.05,always_open,0.8750000030381945,0.9996646498695335,0.9904617115004255,-323248.93797144515,0,-263522.232147631,-18.959001208031374,0,,0.03506003496820388,3.8568572994322373e-07,0.047144443211429965,8.250576805103168e-05,1.7623094917182955,0.004737129027586835,C50_Cp3_B6_wB12,V10_lam115,10.0,11.5
0.35,always_open,0.2150235715503087,0.9975273768433652,0.9241418199787563,-318936.9665423911,0,-316282.6114678648,-18.840112752061007,0,,0.03378702199280604,8.051394199816051e-08,0.04719620238608525,0.0001487072401954254,1.6983209911702963,0.0012699038360970084,C50_Cp3_B6_wB12,V10_lam115,10.0,11.5
0.7,always_open,0.092020881319016,0.975075573352886,0.5,-202927.73690574747,0,-203024.07014963657,-17.635371465326674,0,-105273.03715021719,0.027619847878561334,1.0442618785123986e-07,0.047742951019631885,0.0006067293618565627,1.3883249763490102,0.0004669097865781393,C50_Cp3_B6_wB12,V10_lam115,10.0,11.5
1.0,always_open,0.08412876597360713,0.8411308951190848,0.10500058502026482,-10.720649561516337,0,-11.889692252246343,-11.889692252246343,0,-10.720649561516337,0.03500595417019285,0.0016720114865316487,0.051133735827517776,0.0024923076773558776,1.7596421317285893,0.07961909742869754,C50_Cp3_B6_wB12,V10_lam115,10.0,11.5
1.25,always_open,0.08344886153896548,0.5,0.019292242724332276,-0.7656939528611454,0,-1.01922283900297,-4.356342896316578,0,-3.7362441695490674,0.09294609083362915,0.0025998616622599858,0.060653124317951695,0.0026441806931207586,4.676951446203431,0.09872917227582452,C50_Cp3_B6_wB12,V10_lam115,10.0,11.5
0.05,always_open,0.4583333349247685,0.9996646498695335,0.9904617115004255,-12924.86514265631,0,-10298.704357030776,-8.998492083941715,0,,0.01973035562233929,2.522599220831931e-06,0.03488441011252544,3.9258839634048096e-05,0.991755305809247,0.012396342528105685,C20_Cp4_B6_wB12,V5_lam575,5.0,5.75
0.35,always_open,0.14571294748265748,0.9975273768433652,0.9241418199787563,-12827.456425942495,0,-12655.947240339647,-8.95632271197575,0,,0.019037393089207964,6.734221258592824e-07,0.034966529137117536,9.158878027868512e-05,0.9569240956017959,0.00429273441869688,C20_Cp4_B6_wB12,V5_lam575,5.0,5.75
0.7,always_open,0.08744892045338923,0.975075573352886,0.5,-9161.89789189256,0,-9176.830714072072,-8.525104584458848,0,-5588.614788211043,0.015766773431841297,1.1817829914983985e-06,0.035828667256486056,0.0005268006555281994,0.7925244854059936,0.0020921682577501243,C20_Cp4_B6_wB12,V5_lam575,5.0,5.75
1.0,always_open,0.08371191463535152,0.8411308951190848,0.10500058502026482,-5.5411415395076355,0,-6.351128218186929,-6.351128218186929,0,-5.5411415395076355,0.023615060169506683,0.0013904482034505013,0.04098384955558046,0.002340900936441441,1.1873498737435229,0.07221273975816152,C20_Cp4_B6_wB12,V5_lam575,5.0,5.75
1.25,always_open,0.08339241913488336,0.5,0.019292242724332276,-0.761827554519519,0,-1.0143194033401717,-3.0008543255067153,0,-2.49999853398111,0.08927237495317084,0.002762761729166961,0.05442669441788933,0.0028185150253128674,4.494744386147554,0.11069802071511814,C20_Cp4_B6_wB12,V5_lam575,5.0,5.75
0.05,always_open,0.8750000030381945,0.9996646498695335,0.9904617115004255,-13435.708068520335,0,-3851.2550346671487,-9.177579463270254,0,,0.01973038077457271,4.615282277427448e-06,0.0348844166625388,7.415426618657492e-05,0.991755305809247,0.02268006472174887,C20_Cp4_B6_wB12,V10_lam6,10.0,6.0
0.35,always_open,0.2150235715503087,0.9975273768433652,0.9241418199787563,-13869.231006343485,0,-13507.734251372867,-9.13418598738557,0,,0.019037386178777736,9.524434699290269e-07,0.0349665450193412,0.00013372407591128135,0.9569240956017959,0.00607134336389735,C20_Cp4_B6_wB12,V10_lam6,10.0,6.0
0.7,always_open,0.092020881319016,0.975075573352886,0.5,-9942.746139387407,0,-9959.281199007319,-8.69055707218424,0,-6037.459761092829,0.015766773427252065,1.1971832670236048e-06,0.0358287354623789,0.0005485955991558391,0.7925244854059936,0.0021132636850348593,C20_Cp4_B6_wB12,V10_lam6,10.0,6.0
1.0,always_open,0.08412876597360713,0.8411308951190848,0.10500058502026482,-5.639242463034668,0,-6.4573160358562625,-6.4573160358562625,0,-5.639242463034668,0.0236153138724214,0.0013838424496688396,0.040983558630639835,0.0023311562241241004,1.1873498737435229,0.07197314577243638,C20_Cp4_B6_wB12,V10_lam6,10.0,6.0
1.25,always_open,0.08344886153896548,0.5,0.019292242724332276,-0.7616150124545653,0,-1.0144487645305686,-3.030578627855124,0,-2.529044619482584,0.08927362577067617,0.0027468493409952524,0.05442544360038404,0.0028023751834999593,4.494744386147554,0.11022836813468725,C20_Cp4_B6_wB12,V10_lam6,10.0,6.0
0.05,always_open,0.8750000030381945,0.9996646498695335,0.9904617115004255,-51758.356978145806,0,-42191.79022804019,-12.40384588656608,0,,0.019730354675358646,2.408550382720492e-06,0.03488441429687031,6.29480172391582e-05,0.991755305809247,0.01183620579450815,C20_Cp4_B6_wB12,V10_lam115,10.0,11.5
0.35,always_open,0.2150235715503087,0.9975273768433652,0.9241418199787563,-51289.79069865019,0,-50865.70280458182,-12.33724953922903,0,,0.0190373962234328,4.977551189980294e-07,0.034966537263533375,0.00011355203455664189,0.9569240956017959,0.0031728188102249236,C20_Cp4_B6_wB12,V10_lam115,10.0,11.5
0.7,always_open,0.092020881319016,0.975075573352886,0.5,-34831.40495231073,0,-34847.940011930645,-11.658905982322649,0,-19857.86451207906,0.01576677360294744,6.693919109288052e-07,0.03582851668121127,0.0004674124361948568,0.7925244854059936,0.00113041616503745,C20_Cp4_B6_wB12,V10_lam115,10.0,11.5
1.0,always_open,0.08412876597360713,0.8411308951190848,0.10500058502026482,-7.502104208257235,0,-8.32017778107883,-8.32017778107883,0,-7.502104208257235,0.023618644168134043,0.0011912517468315744,0.040973791403642684,0.002025975662450212,1.1873498737435229,0.06340597766602613,C20_Cp4_B6_wB12,V10_lam115,10.0,11.5
1.25,always_open,0.08344886153896548,0.5,0.019292242724332276,-0.7635945473112409,0,-1.0164282993872442,-3.5233971951921843,0,-3.0218631868196444,0.08929411293529797,0.002489896396102049,0.05440495643576222,0.002541511868271385,4.494744386147554,0.10222929221365386,C20_Cp4_B6_wB12,V10_lam115,10.0,11.5
0.05,always_open,0.4583333349247685,0.9996646498695335,0.9904617115004255,-12924.86514265631,0,-10298.704357030776,-8.998492083941715,0,,0.012631443022187695,2.5223129096111043e-06,0.02508076519566008,4.5732109468506513e-05,0.634925039672339,0.012400851055739617,C20_Cp5_B6_wB12_prior,V5_lam575,5.0,5.75
0.35,always_open,0.14571294748265748,0.9975273768433652,0.9241418199787563,-12827.456425942495,0,-12655.947240339647,-8.95632271197575,0,,0.012199460331959558,6.724421132607323e-07,0.025196264090042622,0.00010669457005964743,0.6132120973310876,0.0042833252760512254,C20_Cp5_B6_wB12_prior,V5_lam575,5.0,5.75
0.7,always_open,0.08744892045338923,0.975075573352886,0.5,-9161.89789189256,0,-9176.830714072072,-8.525104584458848,0,-5588.614788211043,0.010206276491615571,1.3573828189108519e-06,0.026401837417745957,0.0006139312741161781,0.5130234684216312,0.0021987779067030606,C20_Cp5_B6_wB12_prior,V5_lam575,5.0,5.75
1.0,always_open,0.08371191463535152,0.8411308951190848,0.10500058502026482,-5.5411415395076355,0,-6.351128218186929,-6.351128218186929,0,-5.5411415395076355,0.017431653247952254,0.0015132132292187395,0.03336474612432717,0.0027350638550477104,0.8765996442623705,0.07528661435567406,C20_Cp5_B6_wB12_prior,V5_lam575,5.0,5.75
1.25,always_open,0.08339241913488336,0.5,0.019292242724332276,-0.761827554519519,0,-1.0143194033401717,-3.0008543255067153,0,-2.49999853398111,0.08632960395768675,0.0032375829792408543,0.05013191278957491,0.0033080296443282653,4.348268056380563,0.11899310302634428,C20_Cp5_B6_wB12_prior,V5_lam575,5.0,5.75
0.05,always_open,0.8750000030381945,0.9996646498695335,0.9904617115004255,-13435.708068520335,0,-3851.2550346671487,-9.177579463270254,0,,0.01263146814486569,4.614758449824398e-06,0.025080773029986386,8.638157091081615e-05,0.634925039672339,0.022688313450381307,C20_Cp5_B6_wB12_prior,V10_lam6,10.0,6.0
0.35,always_open,0.2150235715503087,0.9975273768433652,0.9241418199787563,-13869.231006343485,0,-13507.734251372867,-9.13418598738557,0,,0.012199453604938864,9.510573771712963e-07,0.025196283086419295,0.00015577969240335952,0.6132120973310876,0.006058035728153121,C20_Cp5_B6_wB12_prior,V10_lam6,10.0,6.0
0.7,always_open,0.092020881319016,0.975075573352886,0.5,-9942.746139387407,0,-9959.281199007319,-8.69055707218424,0,-6037.459761092829,0.010206276470119778,1.3751899152198306e-06,0.026401918158518563,0.000639332981172683,0.5130234684216312,0.0022209482839407883,C20_Cp5_B6_wB12_prior,V10_lam6,10.0,6.0
1.0,always_open,0.08412876597360713,0.8411308951190848,0.10500058502026482,-5.639242463034668,0,-6.4573160358562625,-6.4573160358562625,0,-5.639242463034668,0.0174319547525476,0.0015058792155792228,0.033364403786251204,0.0027236929890543035,0.8765996442623705,0.07503682158959889,C20_Cp5_B6_wB12_prior,V10_lam6,10.0,6.0
1.25,always_open,0.08344886153896548,0.5,0.019292242724332276,-0.7616150124545653,0,-1.0144487645305686,-3.030578627855124,0,-2.529044619482584,0.08633109793048692,0.003218981185329239,0.050130418816774845,0.0032891398328412005,4.348268056380563,0.11848825734310267,C20_Cp5_B6_wB12_prior,V10_lam6,10.0,6.0
0.05,always_open,0.8750000030381945,0.9996646498695335,0.9904617115004255,-51758.356978145806,0,-42191.79022804019,-12.40384588656608,0,,0.012631442076319738,2.4082770158714085e-06,0.02508077020046255,7.333081044784806e-05,0.634925039672339,0.01184051061686357,C20_Cp5_B6_wB12_prior,V10_lam115,10.0,11.5
0.35,always_open,0.2150235715503087,0.9975273768433652,0.9241418199787563,-51289.79069865019,0,-50865.70280458182,-12.33724953922903,0,,0.012199463382999078,4.970305119311312e-07,0.02519627380986899,0.00013228659790732913,0.6132120973310876,0.0031658643827649348,C20_Cp5_B6_wB12_prior,V10_lam115,10.0,11.5
0.7,always_open,0.092020881319016,0.975075573352886,0.5,-34831.40495231073,0,-34847.940011930645,-11.658905982322649,0,-19857.86451207906,0.010206277293073041,7.698985444856198e-07,0.026401659169745472,0.0005447497877968062,0.5130234684216312,0.001188018258042152,C20_Cp5_B6_wB12_prior,V10_lam115,10.0,11.5
1.0,always_open,0.08412876597360713,0.8411308951190848,0.10500058502026482,-7.502104208257235,0,-8.32017778107883,-8.32017778107883,0,-7.502104208257235,0.017435912529152157,0.0012942736172057805,0.03335291046537458,0.002367329534231144,0.8765996442623705,0.06610497544296287,C20_Cp5_B6_wB12_prior,V10_lam115,10.0,11.5
1.25,always_open,0.08344886153896548,0.5,0.019292242724332276,-0.7635945473112409,0,-1.0164282993872442,-3.5233971951921843,0,-3.0218631868196444,0.08635556774048125,0.0029184878019530873,0.05010594900678051,0.002983697450983289,4.348268056380563,0.10988977600588179,C20_Cp5_B6_wB12_prior,V10_lam115,10.0,11.5
0.05,always_open,0.687500034374999,0.9996646498695335,0.9904617115004255,-322699.3946586869,0,-257165.06142115864,-18.959001208031374,0,,0.012626537359763828,2.2727859400469946e-07,0.02799442583057238,0.00024085489755650124,0.6346789413110918,0.0037269657318095535,C100_Cp5_B4_wB6_prior_reserve,V5_lam575,5.0,5.75
0.35,always_open,0.21857126598438087,0.9975273768433652,0.9241418199787563,-318113.5682750812,0,-313750.58683732606,-18.840112752061007,0,,0.012194806409966785,6.148909228773869e-08,0.02808395189155666,0.0005610967394969054,0.6129778554879849,0.0012799603824186537,C100_Cp5_B4_wB6_prior_reserve,V5_lam575,5.0,5.75
0.7,always_open,0.13119072661946435,0.975075573352886,0.5,-202459.0349549854,0,-202788.8043066487,-17.635371465326667,0,-104633.13524286388,0.010203058203068735,1.8076923280580266e-07,0.029025569037960542,0.0031792057504411615,0.5128616521895115,0.0007764510342132104,C100_Cp5_B4_wB6_prior_reserve,V5_lam575,5.0,5.75
1.0,always_open,0.12563683626771877,0.8411308951190848,0.10500058502026482,-10.37663658135727,0,-11.889692238060224,-11.889692238060224,0,-10.37663658135727,0.017101017072756804,0.0077464248912761146,0.0347501350948179,0.012898223104592418,0.8597995285074846,0.18400640891049494,C100_Cp5_B4_wB6_prior_reserve,V5_lam575,5.0,5.75
1.25,always_open,0.12525538422107288,0.5,0.019292242724332276,-0.7664499944583283,0,-1.01922283900297,-4.356342895997958,0,-3.629689401236765,0.087427779499651,0.011472316096643299,0.049033737247610426,0.011705762081344906,4.414662205302143,0.1904436047866655,C100_Cp5_B4_wB6_prior_reserve,V5_lam575,5.0,5.75
0.05,always_open,1.312500065624998,0.9996646498695335,0.9904617115004255,-335454.07115917455,0,-96168.21473327914,-19.3363219645937,0,,0.012626539734138534,4.158230361311939e-07,0.027994437740237955,0.000455121975084788,0.6346789413110918,0.0068187714843608105,C100_Cp5_B4_wB6_prior_reserve,V10_lam6,10.0,6.0
0.35,always_open,0.32253807957475916,0.9975273768433652,0.9241418199787563,-343948.9408444849,0,-334927.00268921064,-19.21425784161782,0,,0.012194805856402301,8.696607949572345e-08,0.028083980815735102,0.0008195521049010247,0.6129778554879849,0.0018102864368207973,C100_Cp5_B4_wB6_prior_reserve,V10_lam6,10.0,6.0
0.7,always_open,0.13804957478966023,0.975075573352886,0.5,-219714.1792032788,0,-220079.33160548535,-17.977633082412144,0,-113036.68916288657,0.01020305819961619,1.8312806437795165e-07,0.029025779887939907,0.0033120433996679456,0.5128616521895115,0.0007842800262075567,C100_Cp5_B4_wB6_prior_reserve,V10_lam6,10.0,6.0
1.0,always_open,0.12626245668938194,0.8411308951190848,0.10500058502026482,-10.560320209364168,0,-12.088482189725578,-12.088482189725578,0,-10.560320209364168,0.017101178719783488,0.007715141325400989,0.03474907425521953,0.012849849590654565,0.8597995285074846,0.1833958957283404,C100_Cp5_B4_wB6_prior_reserve,V10_lam6,10.0,6.0
1.25,always_open,0.1253401606921599,0.5,0.019292242724332276,-0.7662376972520653,0,-1.0193528255528665,-4.39949369218067,0,-3.6718562242871524,0.08743115908854526,0.011417142940985076,0.04903035765871613,0.011649604027703382,4.414662205302143,0.18963561987203054,C100_Cp5_B4_wB6_prior_reserve,V10_lam6,10.0,6.0
0.05,always_open,1.312500065624998,0.9996646498695335,0.9904617115004255,-1292268.0244664722,0,-1053555.2804004159,-26.133770742245236,0,,0.012626537270369517,2.170031371030321e-07,0.027994433438840862,0.00038883780985205353,0.6346789413110918,0.0035585605043368202,C100_Cp5_B4_wB6_prior_reserve,V10_lam115,10.0,11.5
0.35,always_open,0.32253807957475916,0.9975273768433652,0.9241418199787563,-1270802.702755343,0,-1260227.736755611,-25.95207652115887,0,,0.012194806661035996,4.5449188465036996e-08,0.028083966691121,0.0007004149003272478,0.6129778554879849,0.0009460362417969141,C100_Cp5_B4_wB6_prior_reserve,V10_lam115,10.0,11.5
0.7,always_open,0.13804957478966023,0.975075573352886,0.5,-769701.0034472153,0,-770066.1558494219,-24.11807806468462,0,-371787.1754204652,0.010203058331794378,1.0241972064324146e-07,0.02902510355340228,0.0028400506641158316,0.5128616521895115,0.00041952304665964705,C100_Cp5_B4_wB6_prior_reserve,V10_lam115,10.0,11.5
1.0,always_open,0.12626245668938194,0.8411308951190848,0.10500058502026482,-14.047708917574248,0,-15.575870897935658,-15.575870897935658,0,-14.047708917574248,0.01710330062048125,0.0067172008094061484,0.03471345867322598,0.0112407474013383,0.8597995285074846,0.16156576100422926,C100_Cp5_B4_wB6_prior_reserve,V10_lam115,10.0,11.5
1.25,always_open,0.1253401606921599,0.5,0.019292242724332276,-0.768226801601132,0,-1.0213419299019333,-5.114918845139914,0,-4.3872813772463966,0.08748651344145185,0.010495512797443048,0.04897500330580955,0.010711177045990347,4.414662205302143,0.17587410143210316,C100_Cp5_B4_wB6_prior_reserve,V10_lam115,10.0,11.5
0.05,always_open,0.4583333349247685,0.9996646498695335,0.9904617115004255,-12924.86514265631,0,-10298.704357030776,-8.998492083941715,0,,0.315282715703759,2.524377971808182e-06,0.1316904839331321,7.559869838818209e-07,15.84783727317815,0.01236833276580787,C20_Cp1_B6_wB12_noangular,V5_lam575,5.0,5.75
0.35,always_open,0.14571294748265748,0.9975273768433652,0.9241418199787563,-12827.456425942495,0,-12655.947240339647,-8.95632271197575,0,,0.3024042533202106,6.795158502974067e-07,0.13169226757056268,1.7751072637692894e-06,15.200496096837604,0.004351189352131992,C20_Cp1_B6_wB12_noangular,V5_lam575,5.0,5.75
0.7,always_open,0.08744892045338923,0.975075573352886,0.5,-9161.89789189256,0,-9176.830714072072,-8.525104584458848,0,-5588.614788211043,0.23516393710293604,3.0368600496166906e-07,0.13171128634684218,1.8178515415105816e-05,11.820628579017297,0.001411526991574865,C20_Cp1_B6_wB12_noangular,V5_lam575,5.0,5.75
1.0,always_open,0.08371191463535152,0.8411308951190848,0.10500058502026482,-5.5411415395076355,0,-6.351128218186929,-6.351128218186929,0,-5.5411415395076355,0.16644514843248634,0.00018818954751453966,0.13183561115755585,0.00018818954751453966,8.366444255317914,0.05315118218070815,C20_Cp1_B6_wB12_noangular,V5_lam575,5.0,5.75
1.25,always_open,0.08339241913488336,0.5,0.019292242724332276,-0.761827554519519,0,-1.0143194033401717,-3.0008543255067153,0,-2.49999853398111,0.1322171316074886,0.00026653783114850924,0.1322171316074886,0.00026653783114850924,6.645949914085978,0.05916754722339302,C20_Cp1_B6_wB12_noangular,V5_lam575,5.0,5.75
0.05,always_open,0.8750000030381945,0.9996646498695335,0.9904617115004255,-13435.708068520335,0,-3851.2550346671487,-9.177579463270254,0,,0.3152827410221349,4.618536634199169e-06,0.1316904839331321,1.4291029036913397e-06,15.84783727317815,0.02262881851685219,C20_Cp1_B6_wB12_noangular,V10_lam6,10.0,6.0
0.35,always_open,0.2150235715503087,0.9975273768433652,0.9241418199787563,-13869.231006343485,0,-13507.734251372867,-9.13418598738557,0,,0.3024042452301414,9.61062203124733e-07,0.13169226757056268,2.593836213191429e-06,15.200496096837604,0.006154017949083871,C20_Cp1_B6_wB12_noangular,V10_lam6,10.0,6.0
0.7,always_open,0.092020881319016,0.975075573352886,0.5,-9942.746139387407,0,-9959.281199007319,-8.69055707218424,0,-6037.459761092829,0.2351639371699439,3.069380865102029e-07,0.1317112864094254,1.8946028926246467e-05,11.820628579017297,0.0014257594814359607,C20_Cp1_B6_wB12_noangular,V10_lam6,10.0,6.0
1.0,always_open,0.08412876597360713,0.8411308951190848,0.10500058502026482,-5.639242463034668,0,-6.4573160358562625,-6.4573160358562625,0,-5.639242463034668,0.16644514675369598,0.00018756808677187228,0.1318356084519207,0.00018756808677187228,8.366444255317914,0.05297483236116061,C20_Cp1_B6_wB12_noangular,V10_lam6,10.0,6.0
1.25,always_open,0.08344886153896548,0.5,0.019292242724332276,-0.7616150124545653,0,-1.0144487645305686,-3.030578627855124,0,-2.529044619482584,0.13221712719031678,0.00026541032765481023,0.13221712719031678,0.00026541032765481023,6.645949914085978,0.0589165202309543,C20_Cp1_B6_wB12_noangular,V10_lam6,10.0,6.0
0.05,always_open,0.8750000030381945,0.9996646498695335,0.9904617115004255,-51758.356978145806,0,-42191.79022804019,-12.40384588656608,0,,0.3152827147505235,2.4102487148650643e-06,0.1316904839331321,1.2292759855283197e-06,15.84783727317815,0.011809461575089632,C20_Cp1_B6_wB12_noangular,V10_lam115,10.0,11.5
0.35,always_open,0.2150235715503087,0.9975273768433652,0.9241418199787563,-51289.79069865019,0,-50865.70280458182,-12.33724953922903,0,,0.3024042569894603,5.022607288244991e-07,0.13169226757056268,2.231866943848953e-06,15.200496096837604,0.003216023660170843,C20_Cp1_B6_wB12_noangular,V10_lam115,10.0,11.5
0.7,always_open,0.092020881319016,0.975075573352886,0.5,-34831.40495231073,0,-34847.940011930645,-11.658905982322649,0,-19857.86451207906,0.2351639346045862,1.657318501087623e-07,0.13171128556540712,1.6358243901686992e-05,11.820628579017297,0.0007626599447498843,C20_Cp1_B6_wB12_noangular,V10_lam115,10.0,11.5
1.0,always_open,0.08412876597360713,0.8411308951190848,0.10500058502026482,-7.502104208257235,0,-8.32017778107883,-8.32017778107883,0,-7.502104208257235,0.16644512903608258,0.00016527592226796186,0.13183557293571393,0.00016527592226796186,8.366444255317914,0.046669087497903924,C20_Cp1_B6_wB12_noangular,V10_lam115,10.0,11.5
1.25,always_open,0.08344886153896548,0.5,0.019292242724332276,-0.7635945473112409,0,-1.0164282993872442,-3.5233971951921843,0,-3.0218631868196444,0.13221707103322342,0.0002461934928815926,0.13221707103322342,0.0002461934928815926,6.645949914085978,0.05464105352210625,C20_Cp1_B6_wB12_noangular,V10_lam115,10.0,11.5
