phase,Nt,Nl,min_rho_src,max_rho_src,maxabs_rho_src,min_p_l,max_p_l,maxabs_p_l,min_p_th,max_p_th,maxabs_p_th,min_p_phi,max_p_phi,maxabs_p_phi,min_j_l,max_j_l,maxabs_j_l,min_trace_spatial,max_trace_spatial,maxabs_trace_spatial,min_nec_min,max_nec_min,maxabs_nec_min,min_nec_neg_sum,max_nec_neg_sum,maxabs_nec_neg_sum,min_tidal_radial,max_tidal_radial,maxabs_tidal_radial,min_tidal_angular,max_tidal_angular,maxabs_tidal_angular,min_gtt,max_gtt,maxabs_gtt,min_Gkp,max_Gkp,maxabs_Gkp,min_Gkm,max_Gkm,maxabs_Gkm,min_Kretsch,max_Kretsch,maxabs_Kretsch,gtt_positive_points,neg_rho_points,nec_violation_points,max_int_neg_rho,max_int_neg_nec,mean_throat_share_neg_rho,mean_throat_share_neg_nec,max_passenger_share_neg_rho,max_passenger_share_neg_nec,max_pressure_over_absrho_pointwise,p999_pressure_over_absrho_pointwise,max_flux_over_absrho_pointwise,p999_flux_over_absrho_pointwise,V,lapse_lambda,C0,Delta,w_release,L_beta,L_q,release_gap,mode
exit,9,61,-537.4029364207182,73.80464880805943,537.4029364207182,-32.37535967789296,267.8512821301762,267.8512821301762,-84.57309934055219,551.6860312326023,551.6860312326023,-84.57309934055218,551.6860312326022,551.6860312326022,-42.80432118057748,49.18032285377667,49.18032285377667,-195.05344621304334,1304.5133457656075,1304.5133457656075,-368.3622896253056,119.98231398135269,368.3622896253056,0.0,675.8388477609649,675.8388477609649,-39.97759773101769,246.52489694650197,246.52489694650197,-12.254789471038627,91.3903243297517,91.3903243297517,-11019.500251900981,-1.0,11019.500251900981,-368.3622896253056,128.2748154918206,368.3622896253056,-336.9701547777688,128.94987870123032,336.9701547777688,-6442.3662578618,745004.9877940593,745004.9877940593,0,411,432,76.5598081174001,98.48945462487556,0.9791502212106944,0.9858132792947311,0.5256459046417729,0.5706972332497807,196.59044562462842,146.1678754024448,11.91723125675248,10.310392824483385,0.9,1.05,100.0,0.3,0.18,0.7500000000000001,1.1,0.35,shift_first
post,9,61,-0.9999034545684301,-0.02188298729036102,0.9999034545684301,-1.3046565175122307,-0.021882987290361047,1.3046565175122307,-0.2234016763786075,0.999137599987833,0.999137599987833,-0.2234016763786075,0.999137599987833,0.999137599987833,-0.30808559472805863,0.28187925100542954,0.30808559472805863,-1.1708829300974637,0.9976058819037181,1.1708829300974637,-2.3007711508466575,-0.04376597458072207,2.3007711508466575,0.08753194916144413,4.601542288306836,4.601542288306836,-0.3325959261076345,0.12971102840858145,0.3325959261076345,-0.15379572604191422,0.0,0.15379572604191422,-1.00312628814273,-1.0,1.00312628814273,-2.300771137460179,-0.04376597458072207,2.300771137460179,-2.3007711508466575,-0.04376597458072207,2.3007711508466575,0.005746381593001236,12.205923084074778,12.205923084074778,0,549,549,1.4814887881497547,6.840237583949414,0.8821458754286744,0.8857187382462923,0.05984921137950623,0.051633378164086995,20.001832476495924,11.714069220071732,3.855217474272899,2.1459122965984747,0.9,1.05,100.0,0.3,0.18,0.7500000000000001,1.1,0.35,shift_first
traverse,9,61,-509.13628590012485,0.4717061252986353,509.13628590012485,-0.47749879423003727,452.97700838031864,452.97700838031864,-0.2607389605579319,528.5067494202212,528.5067494202212,-0.2607389605579319,528.5067494202214,528.5067494202214,-6.767779641338455,15.29675041314491,15.29675041314491,-0.190504942855994,1509.9905072207612,1509.9905072207612,-271.68486088681766,33.79039695240614,271.68486088681766,0.0,533.0250759555422,533.0250759555422,-3.942174081650752,194.26067813708485,194.26067813708485,-0.027064135614456065,153.10073467023332,153.10073467023332,-11024.964765270684,-1.0000000000000036,11024.964765270684,-271.68486088681766,71.43716882811151,271.68486088681766,-266.5125355393527,33.839879622329114,266.5125355393527,2.535186906391857e-08,687148.3023880576,687148.3023880576,0,456,441,82.61158703268866,72.2544251902472,0.9985455788873393,0.9933517234342241,0.4990782633549031,0.4986627520233862,43668.621614445714,19909.769421725938,16354.376128560132,7416.625662951162,0.9,1.05,100.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first
exit,9,61,-537.4188431348782,59.0274575990218,537.4188431348782,-20.449606267796767,280.62287291641655,280.62287291641655,-53.07808261955028,547.7317765235156,547.7317765235156,-53.07808261955028,547.7317765235156,547.7317765235156,-34.05063362334818,42.77836476838808,42.77836476838808,-112.56694503096493,1295.892159917222,1295.892159917222,-357.58662846276917,121.19654609371395,357.58662846276917,0.0,675.023451693934,675.023451693934,-24.586479405039334,242.92381667474464,242.92381667474464,-9.215718954411823,94.88182314048275,94.88182314048275,-11023.641629186268,-1.0,11023.641629186268,-357.58662846276917,121.19654609371395,357.58662846276917,-336.9817278440439,132.50520355845626,336.9817278440439,-1611.6014295468851,737673.2586047394,737673.2586047394,0,423,433,76.56139367733088,98.49432513444557,0.9820438377507005,0.9862249194582235,0.5267931640314549,0.5438635275215326,196.59044562462842,133.9593475603368,11.395230241410315,10.074448365548669,0.9,1.05,100.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first
post,9,61,-0.9999034545684301,-0.02188298729036102,0.9999034545684301,-1.3046565175122307,-0.021882987290361047,1.3046565175122307,-0.2234016763786075,0.999137599987833,0.999137599987833,-0.2234016763786075,0.999137599987833,0.999137599987833,-0.30808559472805863,0.28187925100542954,0.30808559472805863,-1.1708829300974637,0.9976058819037181,1.1708829300974637,-2.3007711508466575,-0.04376597458072207,2.3007711508466575,0.08753194916144413,4.601542288306836,4.601542288306836,-0.3325959261076345,0.12971102840858145,0.3325959261076345,-0.15379572604191422,0.0,0.15379572604191422,-1.00312628814273,-1.0,1.00312628814273,-2.300771137460179,-0.04376597458072207,2.300771137460179,-2.3007711508466575,-0.04376597458072207,2.3007711508466575,0.005746381593001236,12.205923084074778,12.205923084074778,0,549,549,1.4814887881497547,6.840237583949414,0.8821458754286744,0.8857187382462923,0.05984921137950623,0.051633378164086995,20.001832476495924,11.714069220071732,3.855217474272899,2.1459122965984747,0.9,1.05,100.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first
traverse,9,61,-509.13628590012485,0.47116898236670157,509.13628590012485,-0.47749879423003727,452.9660630958493,452.9660630958493,-0.24937677689736665,528.478817845093,528.478817845093,-0.24937677689736665,528.4788178450931,528.4788178450931,-6.759484548565857,15.278001583081169,15.278001583081169,-0.16029324809909884,1509.9236987860354,1509.9236987860354,-271.67758307785687,33.79039695240614,271.67758307785687,0.0,533.0250759555422,533.0250759555422,-3.932737732356602,194.23800590005945,194.23800590005945,-0.027064034737150498,153.09523535104407,153.09523535104407,-11024.964765305753,-1.0000000000000036,11024.964765305753,-271.67758307785687,71.38599312810683,271.67758307785687,-266.5125355393527,33.839879622329114,266.5125355393527,2.452169026557096e-08,687100.3621761701,687100.3621761701,0,456,444,82.61158201753328,72.13353515105568,0.9985457683938664,0.9933519067598774,0.4995086418208251,0.4978225508682788,1344.5622000112537,763.4535932232677,502.741867873885,233.00815509028993,0.9,1.05,100.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first
exit,9,61,-537.4191636670881,41.96525854414818,537.4191636670881,-26.130238499995006,252.4548330932347,252.4548330932347,-58.81199664012771,547.7279150664102,547.7279150664102,-58.81199664012771,547.7279150664101,547.7279150664101,-37.55723388608638,28.07854931756365,37.55723388608638,-140.26463577377837,1295.8930270341875,1295.8930270341875,-345.5682222070113,121.27216475756943,345.5682222070113,0.0,673.9639335314421,673.9639335314421,-28.715918026443873,242.89535326086087,242.89535326086087,-11.53893221970483,85.60059705692056,85.60059705692056,-11024.95647677511,-1.0,11024.95647677511,-345.5682222070113,176.30906469001368,345.5682222070113,-336.9819598357366,125.83891607554487,336.9819598357366,-2990.9138206007638,737674.01264856,737674.01264856,0,439,436,76.56139518430354,98.49164744463984,0.9835477606171897,0.9868396211071059,0.5271369467989923,0.5745355262974534,196.59044562462842,185.08632534955183,9.743747867317934,9.327978332458727,0.9,1.05,100.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first
post,9,61,-0.9999034545684301,-0.02188298729036102,0.9999034545684301,-1.3046565175122307,-0.021882987290361047,1.3046565175122307,-0.2234016763786075,0.999137599987833,0.999137599987833,-0.2234016763786075,0.999137599987833,0.999137599987833,-0.30808559472805863,0.28187925100542954,0.30808559472805863,-1.1708829300974637,0.9976058819037181,1.1708829300974637,-2.3007711508466575,-0.04376597458072207,2.3007711508466575,0.08753194916144413,4.601542288306836,4.601542288306836,-0.3325959261076345,0.12971102840858145,0.3325959261076345,-0.15379572604191422,0.0,0.15379572604191422,-1.00312628814273,-1.0,1.00312628814273,-2.300771137460179,-0.04376597458072207,2.300771137460179,-2.3007711508466575,-0.04376597458072207,2.3007711508466575,0.005746381593001236,12.205923084074778,12.205923084074778,0,549,549,1.4814887881497547,6.840237583949414,0.8821458754286744,0.8857187382462923,0.05984921137950623,0.051633378164086995,20.001832476495924,11.714069220071732,3.855217474272899,2.1459122965984747,0.9,1.05,100.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first
traverse,9,61,-657.55556002138,28.516653258274793,657.55556002138,-0.35683891694507414,236.65907070810462,236.65907070810462,-0.07447432508306295,663.7288332721514,663.7288332721514,-0.07447432508306295,663.7288332721514,663.7288332721514,-2.937547670566042,88.4589498520641,88.4589498520641,-0.14907297441323158,1343.7955282154553,1343.7955282154553,-646.6573828499643,189.03780539740077,646.6573828499643,0.0,1282.4518702542175,1282.4518702542175,-23.977724932784255,331.0914320370854,331.0914320370854,-0.003330033398047718,79.26564306538017,79.26564306538017,-11014.028242007684,-1.0,11014.028242007684,-646.6573828499643,392.3941457534549,646.6573828499643,-641.2120364360281,190.34914871813584,641.2120364360281,1.691081768781518e-08,1292311.1255179516,1292311.1255179516,0,484,445,65.78727151226695,121.03977438143426,0.9965822466499055,0.9926176644024431,0.4966745736513079,0.4972620400986833,3434.743501066237,2084.7455367863868,14.273410133722459,14.12442172546661,0.9,1.05,100.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first
exit,9,61,-4803.561340230456,23.311017547989323,4803.561340230456,-8.979198103867034,3460.8242107979845,3460.8242107979845,-27.739500110468263,4866.839329889663,4866.839329889663,-27.739500110468263,4866.839329889663,4866.839329889663,-62.26890214686965,196.838650907836,196.838650907836,-64.28497467126158,13194.50287057731,13194.50287057731,-2108.5002070745622,799.9334910087454,2108.5002070745622,0.0,3912.063257967858,3912.063257967858,-13.322993336426848,1878.220074392094,1878.220074392094,-3.5819926126046426,1160.9087501107128,1160.9087501107128,-10990.640081691914,-1.0,10990.640081691914,-1859.8070915771823,1249.544771480488,1859.8070915771823,-2108.5002070745622,799.9334910087454,2108.5002070745622,2.0067011166631647e-08,56871245.648256056,56871245.648256056,0,448,457,344.52184586495423,250.81566474256317,0.9891570740809915,0.9823850526809905,0.17212195734498972,0.023877497197175215,1302.764478238341,648.7461488939391,2.1995506337142143,2.17977645637231,0.9,1.05,100.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first
post,9,61,-3.982788683627342,-0.02188298729036102,3.982788683627342,-1.078245134661631,-0.021882987290361047,1.078245134661631,0.021882987290361037,4.0112360555024615,4.0112360555024615,0.021882987290361037,4.0112360555024615,4.0112360555024615,-0.45891666555039196,0.20096151532662113,0.45891666555039196,-0.14320410203279788,7.579615884966634,7.579615884966634,-4.827567940318874,-0.04376597458072207,4.827567940318874,0.08753194916144413,8.851289819331262,8.851289819331262,-0.12680256475931118,1.8262546624050497,1.8262546624050497,-0.040858612078143876,0.0,0.040858612078143876,-1.003126289101697,-1.0,1.003126289101697,-4.023721879012388,-0.04376597458072207,4.023721879012388,-4.827567940318874,-0.04376597458072207,4.827567940318874,0.005746381593001236,52.55114021083759,52.55114021083759,0,549,549,1.8145382040270912,6.842739526315876,0.8188002810071645,0.8165903197930074,0.005859315541358363,0.006215026515830953,1.9308353781756558,1.601562585417669,0.19665762579518475,0.17918925842810318,0.9,1.05,100.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first
traverse,9,61,-657.55556002138,27.800135200294918,657.55556002138,-0.3568382182742661,236.65907070810462,236.65907070810462,-0.07318195775820724,663.7288332721514,663.7288332721514,-0.07318195775820724,663.7288332721514,663.7288332721514,-2.702073566665876,88.01477832531532,88.01477832531532,-0.14662742966582282,1343.7955282154553,1343.7955282154553,-646.6295120669978,189.03780539740077,646.6295120669978,0.0,1282.450729867332,1282.450729867332,-23.854907422975057,331.0914320370854,331.0914320370854,-0.003329684062707973,79.26564306538017,79.26564306538017,-11014.028242007684,-1.0,11014.028242007684,-646.6295120669978,391.0564906318234,646.6295120669978,-641.2120364360281,190.34914871813584,641.2120364360281,1.841055105809462e-08,1292311.1255179516,1292311.1255179516,0,485,439,65.78727008399153,121.03972133863059,0.9965928228416403,0.9926176608527827,0.49675887051583417,0.4972618197856242,3737.747828236571,2169.850102019456,3.47879317040122,3.3351109918273063,0.9,1.05,100.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first
exit,9,61,-4803.56134023042,26.49969378848907,4803.56134023042,-8.751636848348989,3460.824210085384,3460.824210085384,-28.843746624492713,4866.839327534022,4866.839327534022,-28.843746624492713,4866.839327534022,4866.839327534022,-140.0281813570777,63.540631186345145,140.0281813570777,-66.348210884751,13194.502865153429,13194.502865153429,-2279.1446261476076,940.923392211487,2279.1446261476076,0.0,4304.126727549836,4304.126727549836,-13.505008401968476,1875.743243814592,1875.743243814592,-3.2096250730812548,1160.9087497544153,1160.9087497544153,-11020.342262781109,-1.0,11020.342262781109,-2024.982101402228,954.0545577056763,2024.982101402228,-2279.1446261476076,940.923392211487,2279.1446261476076,1.7605555007606564e-08,56871245.611669086,56871245.611669086,0,464,465,344.39383589829964,276.6222402373882,0.989718956602368,0.9829888142542248,0.8832220035467514,0.9688120075214377,453.47353735371075,363.32558933037086,3.547339715831987,2.847430371392936,0.9,1.05,100.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first
post,9,61,-3.982788683627342,-0.02188298729036102,3.982788683627342,-1.078245134661631,-0.021882987290361047,1.078245134661631,0.021882987290361037,4.0112360555024615,4.0112360555024615,0.021882987290361037,4.0112360555024615,4.0112360555024615,-0.45891666555039196,0.20096151532662113,0.45891666555039196,-0.14320410203279788,7.579615884966634,7.579615884966634,-4.827567940318874,-0.04376597458072207,4.827567940318874,0.08753194916144413,8.851289819331262,8.851289819331262,-0.12680256475931118,1.8262546624050497,1.8262546624050497,-0.040858612078143876,0.0,0.040858612078143876,-1.003126289101697,-1.0,1.003126289101697,-4.023721879012388,-0.04376597458072207,4.023721879012388,-4.827567940318874,-0.04376597458072207,4.827567940318874,0.005746381593001236,52.55114021083759,52.55114021083759,0,549,549,1.8145382040270912,6.842739526315876,0.8188002810071645,0.8165903197930074,0.005859315541358363,0.006215026515830953,1.9308353781756558,1.601562585417669,0.19665762579518475,0.17918925842810318,0.9,1.05,100.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first
traverse,9,61,-657.55556002138,24.199273587730023,657.55556002138,-0.3568346235043387,236.65907070810462,236.65907070810462,-0.0680671546748673,663.7288332721514,663.7288332721514,-0.0680671546748673,663.7288332721514,663.7288332721514,-2.6324036537564957,85.74776562521029,85.74776562521029,-0.1363903797040936,1343.7955282154553,1343.7955282154553,-646.4873451659248,189.03780539740077,646.4873451659248,0.0,1282.4450757168236,1282.4450757168236,-23.238436282053904,331.0914320370854,331.0914320370854,-0.00332788667806733,79.26564306538017,79.26564306538017,-11014.028242007684,-1.0,11014.028242007684,-646.4873451659248,384.2633529063521,646.4873451659248,-641.2120364360281,190.34914871813584,641.2120364360281,1.704198024342124e-08,1292311.1255179516,1292311.1255179516,0,484,430,65.78726383122525,121.03945853822016,0.9965956916537212,0.9926176446685376,0.4984296946518091,0.49726072824239065,6697.168738489012,3336.387776474735,5.457513852333173,4.408580810789423,0.9,1.05,100.0,0.1,0.35,0.10000000000000009,1.1,1.0,shift_first
