case,t,R_access_l0,rho_access_l0,tidal_access_l0,rate_access_l0,rho_repay_rep_l,rho_buffer_rep_l
static_reference,0.8190000000000002,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
static_reference,0.8400000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
static_reference,0.861,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
static_reference,0.8790000000000002,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
static_reference,0.9000000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
static_reference,0.921,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
static_reference,0.9390000000000003,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
static_reference,0.9600000000000002,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
static_reference,0.9810000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
static_reference,0.9989999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
static_reference,1.0200000000000002,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
static_reference,1.0410000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
static_reference,1.059,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
static_reference,1.0800000000000003,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
static_reference,1.1010000000000002,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
static_reference,1.119,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
static_reference,1.14,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
static_reference,1.1610000000000003,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
static_reference,1.179,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
static_reference,1.2,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
sideband_repay_only,-1.2,1.0,-0.039756930223726075,-0.0,0.0,0.004748723132477988,-0.0024421152490249594
sideband_repay_only,-1.179,1.0,-0.039756930223726075,-0.0,0.0,0.0011259969570013234,-0.0021386262658149536
sideband_repay_only,-1.161,1.0,-0.039756930223726075,-0.0,0.0,-0.001956787176348952,-0.0018814715152844438
sideband_repay_only,-1.14,1.0,-0.039756930223726075,-0.0,0.0,-0.004997587823468879,-0.001639218032971473
sideband_repay_only,-1.119,1.0,-0.039756930223726075,-0.0,0.0,-0.006974761117766105,-0.0015099154413673911
sideband_repay_only,-1.101,1.0,-0.039756930223726075,-0.0,0.0,-0.007581541409544771,-0.0015173522632777017
sideband_repay_only,-1.08,1.0,-0.039756930223726075,-0.0,0.0,-0.006921660311202495,-0.0016764536930096606
sideband_repay_only,-1.059,1.0,-0.039756930223726075,-0.0,0.0,-0.004890013996011289,-0.0019851976770245854
sideband_repay_only,-1.041,1.0,-0.039756930223726075,-0.0,0.0,-0.002289350745490292,-0.002339776953655147
sideband_repay_only,-1.02,1.0,-0.039756930223726075,-0.0,0.0,0.001318014418926895,-0.0028053465607206073
sideband_repay_only,-0.9989999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.004959959742393675,-0.0032579018940781888
sideband_repay_only,-0.981,1.0,-0.039756930223726075,-0.0,0.0,0.007604694258887259,-0.003579943952944473
sideband_repay_only,-0.96,1.0,-0.039756930223726075,-0.0,0.0,0.009574661893834066,-0.003823972384603839
sideband_repay_only,-0.939,1.0,-0.039756930223726075,-0.0,0.0,0.009870806874161637,-0.003888135545758018
sideband_repay_only,-0.9209999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.008587696816742733,-0.0037908990575537503
sideband_repay_only,-0.8999999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.005335808449481603,-0.003516750462968461
sideband_repay_only,-0.879,1.0,-0.039756930223726075,-0.0,0.0,0.0005691848322391791,-0.003114067604718026
sideband_repay_only,-0.861,1.0,-0.039756930223726075,-0.0,0.0,-0.0041860263705334085,-0.0027163739570931194
sideband_repay_only,-0.84,1.0,-0.039756930223726075,-0.0,0.0,-0.009688003916287614,-0.002256654159036198
sideband_repay_only,-0.819,1.0,-0.039756930223726075,-0.0,0.0,-0.014191527927698283,-0.0018682633758171337
sideband_repay_only,-0.8009999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.016599712137466402,-0.0016342916083648565
sideband_repay_only,-0.78,1.0,-0.039756930223726075,-0.0,0.0,-0.01723024447487014,-0.0015055825636694216
sideband_repay_only,-0.7589999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.015415034712186292,-0.0015375338526798757
sideband_repay_only,-0.7409999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.012176124385665822,-0.0016776598196151973
sideband_repay_only,-0.72,1.0,-0.039756930223726075,-0.0,0.0,-0.007085446654941769,-0.0019355489314930245
sideband_repay_only,-0.699,1.0,-0.039756930223726075,-0.0,0.0,-0.0014961781955625138,-0.0022415298533662122
sideband_repay_only,-0.6809999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.002944524592612238,-0.0024957168242393316
sideband_repay_only,-0.6599999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.0069833688979544385,-0.0027326322944914907
sideband_repay_only,-0.6389999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.009277667200876173,-0.002863722426280985
sideband_repay_only,-0.621,1.0,-0.039756930223726075,-0.0,0.0,0.009699550587062778,-0.002872946512662469
sideband_repay_only,-0.6,1.0,-0.039756930223726075,-0.0,0.0,0.008505797710490173,-0.002761637338249525
sideband_repay_only,-0.579,1.0,-0.039756930223726075,-0.0,0.0,0.005882163384789515,-0.0025391489075787766
sideband_repay_only,-0.5609999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.0029350541813013722,-0.002290893208185646
sideband_repay_only,-0.5399999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.0007334413995120922,-0.001982894075100775
sideband_repay_only,-0.5189999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.0040368200708064085,-0.0017132890081684514
sideband_repay_only,-0.5009999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.006160491104370094,-0.001556532937015624
sideband_repay_only,-0.48,1.0,-0.039756930223726075,-0.0,0.0,-0.007464329004654732,-0.0015001246631680147
sideband_repay_only,-0.45899999999999996,1.0,-0.039756930223726075,-0.0,0.0,-0.007317108836042774,-0.0016028046265107738
sideband_repay_only,-0.44099999999999995,1.0,-0.039756930223726075,-0.0,0.0,-0.006044760452877207,-0.0018166649809873924
sideband_repay_only,-0.41999999999999993,1.0,-0.039756930223726075,-0.0,0.0,-0.0034232289901544558,-0.0021879946711743413
sideband_repay_only,-0.3989999999999999,1.0,-0.039756930223726075,-0.0,0.0,2.383665080527475e-05,-0.002640748479776553
sideband_repay_only,-0.3809999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.0032076445429479335,-0.0030418782111556342
sideband_repay_only,-0.36,1.0,-0.039756930223726075,-0.0,0.0,0.006612000594000682,-0.0034593761771225134
sideband_repay_only,-0.33899999999999997,1.0,-0.039756930223726075,-0.0,0.0,0.009056634962796028,-0.0037578415527472673
sideband_repay_only,-0.32099999999999995,1.0,-0.039756930223726075,-0.0,0.0,0.009957592446991032,-0.003880522380471734
sideband_repay_only,-0.29999999999999993,1.0,-0.039756930223726075,-0.0,0.0,0.009283981403453358,-0.003847009093258483
sideband_repay_only,-0.2789999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.0066681771143317576,-0.0036297526758510066
sideband_repay_only,-0.2609999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.00306255157022225,-0.003324183265195209
sideband_repay_only,-0.24,1.0,-0.039756930223726075,-0.0,0.0,-0.0022173516348249346,-0.0028806477535833082
sideband_repay_only,-0.21899999999999997,1.0,-0.039756930223726075,-0.0,0.0,-0.00783384839082983,-0.002412139511381089
sideband_repay_only,-0.20099999999999996,1.0,-0.039756930223726075,-4.736951571733997e-12,0.0,-0.01216310151572579,-0.002046258736269735
sideband_repay_only,-0.17999999999999994,1.0,-0.039756930223726075,-0.0,0.0,-0.015812981646280422,-0.001716544624908339
sideband_repay_only,-0.15900000000000003,1.0,-0.039756930223726075,-0.0,0.0,-0.01729242131528039,-0.001531931422104229
sideband_repay_only,-0.14100000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.016600601528486306,-0.0015024632029011855
sideband_repay_only,-0.11999999999999988,1.0,-0.039756930223726075,-0.0,0.0,-0.013652528442387532,-0.0016097143651157982
sideband_repay_only,-0.09899999999999998,1.0,-0.039756930223726075,-0.0,0.0,-0.008967544062146952,-0.0018371524730828941
sideband_repay_only,-0.08099999999999996,1.0,-0.039756930223726075,-0.0,0.0,-0.004241293312216877,-0.0020890116714590047
sideband_repay_only,-0.05999999999999983,1.0,-0.039756930223726075,-0.0,0.0,0.0012186853281202057,-0.0023959425674986903
sideband_repay_only,-0.038999999999999924,1.0,-0.039756930223726075,-0.0,0.0,0.005752983465540587,-0.0026601909165843893
sideband_repay_only,-0.020999999999999908,1.0,-0.039756930223726075,-0.0,0.0,0.008389093912962846,-0.002814582530572132
sideband_repay_only,0.0,1.0,-0.039756930223726075,-0.0,0.0,0.009699057625655528,-0.002881140911329309
sideband_repay_only,0.02100000000000013,1.0,-0.039756930223726075,-0.0,0.0,0.009109380192316663,-0.002814582530564529
sideband_repay_only,0.039000000000000146,1.0,-0.039756930223726075,-0.0,0.0,0.0073164123268241515,-0.0026601909165845225
sideband_repay_only,0.06000000000000005,1.0,-0.039756930223726075,-0.0,0.0,0.004182035091190791,-0.002395942567491195
sideband_repay_only,0.08099999999999996,1.0,-0.039756930223726075,-0.0,0.0,0.0005351655285201039,-0.0020890116714590047
sideband_repay_only,0.09899999999999998,1.0,-0.039756930223726075,-0.0,0.0,-0.0024967725787873787,-0.0018371524730828941
sideband_repay_only,0.1200000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.005396235609101162,-0.0016097143651225354
sideband_repay_only,0.14100000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.007168867430384864,-0.0015024632029017025
sideband_repay_only,0.15900000000000003,1.0,-0.039756930223726075,-0.0,0.0,-0.007574867689342509,-0.0015319314221052846
sideband_repay_only,0.18000000000000016,1.0,-0.039756930223726075,-0.0,0.0,-0.0066828660923114675,-0.00171654462492381
sideband_repay_only,0.20100000000000007,1.0,-0.039756930223726075,-0.0,0.0,-0.004455426591319182,-0.002046258736270222
sideband_repay_only,0.21900000000000008,1.0,-0.039756930223726075,-0.0,0.0,-0.0017403202869054897,-0.0024121395113806485
sideband_repay_only,0.24,1.0,-0.039756930223726075,-0.0,0.0,0.0019159780540384003,-0.0028806477535833082
sideband_repay_only,0.2610000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.005501899323545505,-0.003324183265195209
sideband_repay_only,0.27900000000000014,1.0,-0.039756930223726075,-0.0,0.0,0.008014224476827349,-0.0036297526758665793
sideband_repay_only,0.30000000000000004,1.0,-0.039756930223726075,-0.0,0.0,0.009744808655314453,-0.0038470090932584055
sideband_repay_only,0.3210000000000002,1.0,-0.039756930223726075,-0.0,0.0,0.009741161400925468,-0.003880522380471734
sideband_repay_only,0.33899999999999997,1.0,-0.039756930223726075,-0.0,0.0,0.00818889859122224,-0.0037578415527474013
sideband_repay_only,0.3600000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.004659366102785085,-0.0034593761771225134
sideband_repay_only,0.381,1.0,-0.039756930223726075,-0.0,0.0,-0.0002908893121401726,-0.0030418782111552955
sideband_repay_only,0.399,1.0,-0.039756930223726075,-0.0,0.0,-0.0050933598070356,-0.0026407484797761477
sideband_repay_only,0.42000000000000015,1.0,-0.039756930223726075,-0.0,0.0,-0.010501413776518694,-0.00218799467117495
sideband_repay_only,0.44100000000000006,1.0,-0.039756930223726075,-0.0,0.0,-0.014758824455927997,-0.0018166649809873924
sideband_repay_only,0.4590000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.01686605004164511,-0.0016028046265107738
sideband_repay_only,0.48,1.0,-0.039756930223726075,-0.0,0.0,-0.017100191930176,-0.0015001246631678768
sideband_repay_only,0.5010000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.01491514327497234,-0.0015565329370079077
sideband_repay_only,0.5190000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.011435563584462615,-0.0017132890081603045
sideband_repay_only,0.54,1.0,-0.039756930223726075,-0.0,0.0,-0.006197611589699666,-0.0019828940751011707
sideband_repay_only,0.5610000000000002,1.0,-0.039756930223726075,-0.0,0.0,-0.0006218942151489607,-0.002290893208185646
sideband_repay_only,0.5790000000000002,1.0,-0.039756930223726075,-0.0,0.0,0.0036899085295796874,-0.0025391489075641794
sideband_repay_only,0.6000000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.007477521771717992,-0.002761637338249666
sideband_repay_only,0.621,1.0,-0.039756930223726075,-0.0,0.0,0.009464983832204546,-0.002872946512662432
sideband_repay_only,0.639,1.0,-0.039756930223726075,-0.0,0.0,0.00962383748967587,-0.002863722426280985
sideband_repay_only,0.6600000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.008168305146237962,-0.002732632294491335
sideband_repay_only,0.681,1.0,-0.039756930223726075,-0.0,0.0,0.005366583554779695,-0.002495716824239076
sideband_repay_only,0.6990000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.0023489767152134597,-0.0022415298533662122
sideband_repay_only,0.72,1.0,-0.039756930223726075,-0.0,0.0,-0.0013027602390268732,-0.0019355489314930245
sideband_repay_only,0.7410000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.004493410794648456,-0.0016776598196071718
sideband_repay_only,0.7590000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.006461046517539712,-0.0015375338526873235
sideband_repay_only,0.78,1.0,-0.039756930223726075,-0.0,0.0,-0.00754054255280052,-0.0015055825636694216
sideband_repay_only,0.8009999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.0071568686406862396,-0.0016342916083648565
sideband_repay_only,0.8190000000000002,1.0,-0.039756930223726075,-0.0,0.0,-0.005699693238208542,-0.00186826337581663
sideband_repay_only,0.8400000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.002913521842314027,-0.002256654159036198
sideband_repay_only,0.861,1.0,-0.039756930223726075,-0.0,0.0,0.0006161687993138529,-0.0027163739570931194
sideband_repay_only,0.8790000000000002,1.0,-0.039756930223726075,-0.0,0.0,0.0037906377408927707,-0.0031140676047177033
sideband_repay_only,0.9000000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.007084351305772026,-0.0035167504629683172
sideband_repay_only,0.921,1.0,-0.039756930223726075,-0.0,0.0,0.009319065008567747,-0.0037908990575537503
sideband_repay_only,0.9390000000000003,1.0,-0.039756930223726075,-0.0,0.0,0.009980119698977654,-0.003888135545758018
sideband_repay_only,0.9600000000000002,1.0,-0.039756930223726075,-0.0,0.0,0.00899351346729111,-0.0038239723846116335
sideband_repay_only,0.9810000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.006080649124164891,-0.0035799439529446793
sideband_repay_only,0.9989999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.002277641467960153,-0.0032579018940781888
sideband_repay_only,1.0200000000000002,1.0,-0.039756930223726075,-0.0,0.0,-0.0031192231746176953,-0.0028053465607128583
sideband_repay_only,1.0410000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.00869840399410234,-0.002339776953655147
sideband_repay_only,1.059,1.0,-0.039756930223726075,-0.0,0.0,-0.01286846434521961,-0.0019851976770240928
sideband_repay_only,1.0800000000000003,1.0,-0.039756930223726075,-0.0,0.0,-0.016209009451877556,-0.0016764536930096606
sideband_repay_only,1.1010000000000002,1.0,-0.039756930223726075,-0.0,0.0,-0.01730157386677133,-0.0015173522632777017
sideband_repay_only,1.119,1.0,-0.039756930223726075,-0.0,0.0,-0.01627419825367401,-0.0015099154413673911
sideband_repay_only,1.14,1.0,-0.039756930223726075,-0.0,0.0,-0.012998620898196004,-0.001639218032971473
